	Ref	NOX	ATPase
b3059	7.014656714	6.881113636	7.038012196
b3060	7.964567319	8.851011233	8.62421029
b3061	7.266179187	9.544297836	8.229845558
b3062	6.834673824	7.883497229	7.910891946
b3063	8.587943282	9.823277994	9.771567244
b3064	10.84273084	10.64813116	10.84447286
b3065	13.02822578	12.22481096	11.8645998
b3066	11.56852495	11.48505427	11.6241582
b3067	11.73696309	11.18192489	11.40768553
b3068	11.22802395	11.15460467	11.19385485
b3070	10.32846833	11.07392415	10.74063548
b3071	9.136488275	9.474946869	9.763032919
b3072	8.91943519	10.33495524	10.00976316
b3074	9.442002608	10.56129462	10.00428025
b3075	8.596765066	8.96987192	8.927218841
b3076	3.977483497	4.538066613	5.279042109
b3077	6.428550637	7.808916735	7.639096241
b3078	6.763470814	9.09351408	8.234701336
b3079	6.065992733	7.910827558	7.629475307
b3080	6.248107734	8.352754188	7.294943708
b3081	7.838911471	9.017400659	8.818813595
b3082	9.24765271	9.877126656	9.939300567
b3083	8.100601528	8.794302119	8.576207583
b3084	10.97181332	11.50542499	11.18066242
b3085	10.28849093	10.98126622	10.77958351
b3086	5.366334424	8.601454623	7.173021708
b3087	11.37359887	10.92393002	10.77487523
b3089	11.12969925	11.27281174	11.59406748
b3090	5.230904589	6.528517177	6.279824912
b3092	9.88071823	10.49269756	10.2551031
b3093	5.555589149	6.464853508	5.788255111
b3094	12.73929456	12.63160028	12.55978757
b3095	9.866080811	9.604381378	9.64035443
b3096	9.787804426	9.6697735	9.943515547
b3097	13.22153412	12.21852523	12.53707526
b3098	12.67110675	11.77658486	12.50499771
b3099	2.896994187	2.225937897	2.760786799
b3100	11.41797671	10.34192528	10.92963823
b3102	10.32248716	10.48402573	10.25224188
b3103	9.826061864	9.464934737	9.637484041
b3104	5.774508694	6.924089555	5.725257898
b3105	9.156476233	9.157210213	9.399328721
b3106	7.974455877	9.169751244	9.127399756
b3107	11.21200546	10.89138823	11.19516385
b3108	10.01138669	10.79585863	10.37032808
b3109	7.143697296	7.699643022	7.866094079
b3110	9.563898829	9.665759329	9.628222661
b3111	6.507901917	7.759246138	7.51322447
b3112	7.64896148	9.018637347	8.482898259
b3113	7.447677801	8.707376508	8.07119984
b3114	6.187059422	7.145238763	6.986581924
b3115	9.663490021	10.47660961	10.22106783
b3116	7.620185893	7.785059924	7.329514193
b3117	8.551842325	9.92064602	9.430311747
b3118	8.510887206	9.933625908	8.202749841
b3119	2.438297211	2.391058864	2.547665716
b3120	6.669450306	7.863363329	7.191249956
b3121	5.089873821	7.227199319	5.865501493
b3123	14.55393499	14.51149706	14.29518245
b3125	10.03427128	10.32134684	10.25782368
b3126	7.714860437	8.78219356	8.540418825
b3127	6.715608133	9.062655018	7.885295406
b3128	8.591887197	9.768139754	9.666741336
b3129	9.673534369	9.169643208	9.594431193
b3130	9.846920603	9.678892987	10.17027772
b3132	6.764999329	8.537362998	7.32064701
b3133	6.148337904	7.63281984	7.591618656
b3134	7.479186577	8.999674402	8.504943358
b3135	6.347968619	8.06078607	7.239071463
b3136	6.403105567	7.754075965	7.27851934
b3137	7.292634108	9.354570407	8.218881501
b3138	7.918546629	9.139052857	8.78731048
b3141	7.267060356	9.162205645	7.935041485
b3142	5.24363409	6.29647273	5.934171784
b3143	5.857344279	8.076012474	6.738167706
b3144	8.276876653	9.492467802	8.825216192
b3145	8.415099296	9.576149305	8.689652207
b3146	9.672887377	10.11219008	10.01082816
b3147	11.27798706	11.1330693	11.04452476
b3148	11.68106371	11.69373146	11.70653163
b3149	11.10814474	11.2069599	11.44976283
b3150	11.27733352	11.18389314	11.19933184
b3151	9.953102248	10.39129446	10.45811057
b3152	8.708751448	9.169824819	9.364159826
b3153	9.115739155	8.747685483	9.219357896
b3154	7.88818012	8.357864619	8.438605806
b3155	7.880775701	8.589600726	8.840184787
b3156	9.229926649	9.425225965	9.497956178
b3157	11.44308018	11.46127315	11.51610776
b3158	5.232458656	7.320230846	7.395134178
b3159	7.648530804	9.185174103	8.679008059
b3160	9.769051277	9.776915846	10.22458923
b3161	9.626815796	10.5045101	10.05989537
b3162	11.76421522	11.49892521	11.23974393
b3163	12.61988852	12.20411847	12.38783783
b3164	13.82354418	13.97412625	13.6710958
b3165	11.90507065	10.76747508	10.58662384
b3166	11.65256848	11.50793257	11.4125285
b3167	11.31355593	10.97552512	10.92759062
b3168	13.33082215	13.34302592	12.99084325
b3169	11.96015806	12.08444432	11.64598529
b3170	12.16101876	11.77777086	11.2590389
b3172	13.77720949	13.94282159	13.51795195
b3173	5.385502106	7.006701793	5.890067335
b3175	11.93623692	11.72790995	11.15832611
b3176	10.67018162	10.49111812	10.18349771
b3177	9.530485429	9.175010446	9.265627028
b3178	11.24468538	10.81650126	10.94633704
b3179	11.28079492	10.89384614	10.68030478
b3180	12.02658787	11.23419557	11.72045936
b3181	10.32605537	9.505300788	9.546965335
b3182	7.398519373	7.676122897	7.992068604
b3183	9.669070939	9.613554122	9.394387643
b3184	9.636540948	9.6122287	9.309826331
b3185	13.84447699	13.46291288	13.01803559
b3186	14.0817106	13.45981505	13.03648311
b3187	12.02769714	11.81267914	11.89104644
b3188	8.182538446	8.669970966	8.556725343
b3189	11.23254383	11.12542576	11.03201572
b3190	11.4316434	10.87354174	10.6993904
b3191	10.5802956	10.32224672	10.52577776
b3192	10.57868868	10.42011063	10.49704397
b3193	10.88919001	10.75307324	10.68892459
b3194	10.35287071	10.25376783	10.38904659
b3195	9.875819711	9.623858421	9.754671021
b3196	7.491955038	7.972424336	7.971454539
b3197	11.72787714	11.35740765	11.54959933
b3198	11.05741625	10.73685999	10.85066609
b3199	11.360028	11.0320444	10.96675026
b3200	11.34259891	10.70217103	10.78505767
b3201	10.82958996	10.43625587	10.45007054
b3202	12.25152894	11.92680955	11.99933316
b3203	10.72554144	10.02799633	10.32505499
b3204	12.22346784	12.08746161	12.31508671
b3205	11.85571972	11.56605126	11.89119149
b3206	11.50390252	11.57593472	11.8729963
b3207	9.497077236	9.44266509	9.908576275
b3208	9.5523091	9.884610541	9.610959475
b3209	10.98018451	10.63798164	10.69944657
b3210	8.402523514	8.523733096	8.546397641
b3212	12.48984248	12.8853697	12.7601313
b3213	11.438093	11.19408636	10.71977707
b3214	10.09332879	9.829083011	9.639490916
b3215	8.357851212	9.552903246	9.086911326
b3216	9.289230987	10.24963278	9.743359823
b3217	8.880350487	10.200314	9.448815469
b3219	8.79488548	9.289550127	8.776533661
b3220	8.092223601	8.788674456	8.582472747
b3222	9.488331211	10.23250031	9.913761066
b3223	6.949266506	7.214510296	6.968377736
b3224	3.668814595	4.455715977	5.44584717
b3225	5.818822911	7.045558596	7.003991288
b3226	9.942639944	9.685910372	9.883292772
b3227	6.978878733	9.700926656	8.439593514
b3228	11.10516644	11.14594848	11.3014598
b3229	11.05234656	11.05118133	11.0480227
b3230	12.05030509	11.96133246	11.5849058
b3231	14.51872326	14.37434606	14.1990482
b3232	7.980879554	7.909011472	7.933350734
b3233	12.16129005	11.52383966	11.79920137
b3234	10.91536144	10.62751832	10.71810659
b3235	6.696119449	6.697328086	6.750701623
b3236	13.99622618	14.39844803	13.88731736
b3237	9.763756756	9.580316411	9.926940055
b3238	11.45153566	11.45313552	11.29021006
b3239	10.03266269	9.30012088	9.660995072
b3240	7.693943037	9.644523689	8.171664935
b3241	5.986421082	7.575482901	7.25636201
b3242	6.913734119	8.248235378	7.622772461
b3243	9.908180077	10.02842114	10.4244953
b3244	11.83390742	11.62564294	11.50711436
b3245	9.05519783	9.354596474	9.261957673
b3246	11.18228346	11.41826768	11.23963117
b3247	12.23150733	12.18015254	12.12805423
b3248	11.31941713	10.85311287	10.85084874
b3249	9.876411122	9.605126168	9.611716319
b3250	10.41433373	10.56823643	10.55195157
b3251	11.7058208	11.7532	11.44039985
b3252	9.711261938	9.702608947	9.862398087
b3253	10.25242802	10.29766268	10.40257432
b3254	2.69669531	2.528490449	2.706047911
b3255	12.33691798	12.15324723	11.99891767
b3256	11.19474089	10.78211747	10.83931889
b3257	10.20715749	10.83708696	10.29949732
b3258	8.651200111	9.694601696	8.900197417
b3259	10.16834265	10.29588416	10.06046033
b3260	13.65517027	13.60797797	13.16189266
b3261	11.69232445	11.52605318	10.76200063
b3262	10.45362832	11.81696221	11.14224774
b3263	8.939544683	9.588705084	9.426582383
b3264	5.749915501	8.667896004	6.972152425
b3265	9.493250986	10.63564194	10.1548201
b3267	9.702090576	10.04947981	9.996084114
b3268	9.701550677	10.24059132	10.05777473
b3269	7.143574287	8.935224599	7.699420225
b3270	6.866908067	8.094630367	8.320530123
b3271	7.324288524	8.087547486	8.609985168
b3279	10.58023247	10.15545496	11.06278589
b3280	9.528706509	9.569223598	9.540530372
b3281	11.17526555	11.03832254	11.06784523
b3282	11.2063676	10.83632653	11.01770278
b3284	12.38162558	12.1070736	12.0024339
b3285	10.00342183	9.89311663	9.573326675
b3286	8.216467134	8.67231866	8.535446952
b3287	12.40770186	11.83919692	11.84067452
b3289	9.059184868	9.114216627	8.892058403
b3290	10.01435832	9.924557084	9.978943894
b3291	11.70812739	10.89492196	11.12079006
b3292	9.603763879	9.798898371	9.91704216
b3293	11.47147549	11.47929574	11.41938851
b3294	13.51994938	13.48937408	12.95743946
b3295	14.15162788	14.30289382	14.21636213
b3296	14.84791746	14.87409729	14.83891401
b3297	13.98950739	14.08617242	14.11292394
b3298	14.13088285	14.17306531	14.18357279
b3299	14.13499694	14.21592602	14.03555991
b3300	13.28525692	13.48767351	13.29899782
b3301	14.2127515	14.50217183	14.40281176
b3302	13.3982749	13.71402939	13.56081491
b3303	13.95761764	14.06709588	14.04302544
b3304	13.54376857	13.78068779	13.61410029
b3305	13.57126932	13.74096874	13.64987466
b3306	14.3092	14.40673458	14.2653175
b3307	14.16997022	14.26959734	14.034113
b3308	14.29523954	14.45752623	14.27428775
b3309	14.31206478	14.46577098	14.10623312
b3310	13.92984092	13.81302242	13.53665723
b3311	13.45098869	13.30200801	12.77861612
b3312	12.66774787	12.68098504	12.09158522
b3313	14.07586728	14.33981102	14.21008566
b3314	13.94079863	14.07364427	13.9625549
b3315	14.32874264	14.46039726	14.5499429
b3316	13.31940022	13.34927354	13.32467636
b3317	14.08022235	14.18989496	14.23056331
b3318	14.12323815	14.12621218	14.16423265
b3319	13.66726412	13.7877113	13.83136844
b3320	14.61274673	14.65052234	14.54390308
b3321	13.9598277	13.93448534	13.62144516
b3322	7.304224832	8.167169587	8.052406242
b3323	8.582843625	10.32769488	9.280617796
b3324	7.933489934	9.069610137	8.97107374
b3325	7.022526164	8.466130287	8.043075514
b3326	8.978674657	10.41117162	9.983899678
b3327	5.617400172	6.939531307	6.535582559
b3328	8.122397078	9.396615119	9.026086702
b3329	6.430427943	7.714744778	7.702558305
b3330	5.962937256	8.798659143	7.312830454
b3331	5.236530189	7.453748463	7.295062412
b3332	5.576500756	7.75228823	7.188257167
b3333	3.294245438	4.29906384	4.566155212
b3334	9.624995419	10.93051276	10.3728867
b3335	7.216285991	8.826884498	8.368588689
b3336	12.69731215	11.33244887	11.99937828
b3337	10.80335999	10.93751103	10.53708825
b3338	7.81802587	8.754506441	8.477525407
b3339	14.77879844	14.88047934	14.90498988
b3340	14.06885939	14.33890839	14.22310418
b3341	14.68962117	14.73062395	14.54321721
b3342	14.1250857	14.22919821	13.74450076
b3343	12.059881	11.93224037	11.86317648
b3344	11.5430349	11.43139834	11.40483019
b3345	10.92658279	10.85533746	10.88945271
b3346	10.89905944	10.44508162	10.70611842
b3347	11.45578162	11.01436614	10.83245282
b3348	9.42742792	9.574132587	9.768426065
b3349	12.80338081	12.44602652	11.99249224
b3350	8.286078712	7.992771917	8.177884308
b3351	10.06219785	10.12926721	10.33536172
b3352	10.34909661	10.12618331	10.71369018
b3353	9.155274588	9.32351424	9.449103552
b3354	10.6064316	10.59563801	11.1383986
b3355	10.24389592	10.13467216	10.53618054
b3356	12.03101931	11.86901186	11.98186804
b3357	13.26907741	13.03767855	13.11526778
b3358	10.24511309	10.80116542	10.72027134
b3359	11.79811432	11.76214119	11.83674682
b3360	7.571922203	7.696531688	7.759813733
b3361	10.37282317	9.813543592	10.08870914
b3362	9.89376067	8.985788218	9.103571678
b3363	11.94359896	11.59776102	11.67329305
b3366	5.16400608	6.411857232	6.388875574
b3367	8.307203374	9.143510973	8.757292526
b3368	10.04808342	10.51033565	10.09843889
b3369	8.298002716	9.757501295	9.085896015
b3370	7.878448966	10.28175773	8.862890686
b3371	7.754997546	8.944603959	8.576073577
b3372	8.781315135	9.718345029	9.373912163
b3373	7.276777196	8.150717402	8.032163774
b3375	9.616367846	9.871490643	9.954552697
b3376	7.305077816	8.999659285	8.243422567
b3377	6.499142526	8.264060639	7.624559593
b3378	8.77220097	9.949688025	9.851140814
b3379	5.919122967	8.390959503	7.252820604
b3380	7.569253181	9.150870365	8.517075838
b3381	8.011783141	9.565962896	8.768957631
b3382	8.074872357	8.760327221	8.590478886
b3383	11.52894978	12.02654491	11.72537274
b3384	12.38055064	12.00181046	11.93647847
b3385	10.69196488	10.40193194	10.2300036
b3386	11.62010029	11.56841589	11.3993392
b3387	8.814002921	8.616467567	8.715485969
b3388	12.88044569	12.72755174	12.64616901
b3389	11.23432093	11.06427205	11.13362147
b3390	12.47979987	12.045412	11.97990446
b3391	8.685879053	10.04187064	9.646114904
b3392	9.533448453	10.615941	10.17767863
b3393	7.447531546	8.159509864	8.433913317
b3394	7.731133187	9.379771417	9.238192004
b3395	7.841440143	9.222519333	8.825558203
b3396	9.965214468	10.3624009	10.41788114
b3397	12.00724195	11.74241526	11.89182643
b3398	11.0350118	11.08338388	10.81969684
b3399	11.8226913	11.823712	11.92166278
b3400	11.59210842	11.66424923	11.75576552
b3401	9.379612594	9.262752691	9.277812443
b3402	10.07677363	10.165742	10.00940614
b3403	11.56369212	11.89631104	11.60528253
b3404	10.35843486	10.46273157	10.71587989
b3405	11.26483915	11.22020587	11.30737109
b3406	11.76686816	11.62534505	11.73342711
b3407	9.626749504	9.087562227	9.613172704
b3408	8.625827124	8.802060924	8.785916426
b3409	9.351040609	9.673063047	9.58995467
b3410	10.03675811	10.70346926	10.33592251
b3412	6.026401618	6.17197382	6.642243227
b3413	8.604520701	8.806632485	8.678264304
b3414	12.03979748	11.91992209	12.10935104
b3415	6.764655175	7.256196357	7.743564677
b3416	10.4165237	10.39974222	10.39669472
b3418	9.133862758	9.17933615	9.286489495
b3419	10.92705849	11.81633402	11.36048774
b3420	10.68435362	11.26648932	10.96178851
b3421	8.670123239	9.284012108	9.001317523
b3422	5.904298724	8.356379307	7.682406811
b3423	10.35880005	10.28266849	10.25318423
b3424	9.729803968	9.651889303	9.809100485
b3425	10.5989343	10.38260445	10.41331883
b3426	10.54886134	11.09031763	10.75109977
b3427	7.957373029	7.991721957	7.836502923
b3428	10.18397098	10.06805323	10.10827268
b3429	11.63521613	11.59178548	11.75705951
b3430	11.80471741	11.73670269	11.80793295
b3431	11.26626996	11.26981037	11.60194812
b3432	12.08524095	12.22003047	12.3731351
b3433	13.3824924	13.65286258	13.10573428
b3434	8.07836301	9.027743019	8.879727775
b3435	8.578239607	9.879100168	9.605877908
b3436	7.60778003	8.447152629	8.379001208
b3437	10.45961069	10.42646996	10.63865619
b3438	11.02213539	11.0948643	11.06742539
b3440	9.871436366	9.521719512	9.824183583
b3441	8.306547364	8.631926663	8.217279167
b3442	9.894719964	10.54217252	9.962792695
b3443	5.297939135	7.207892999	6.245742111
b3446	6.753656257	7.63938636	6.869511202
b3447	9.948369985	9.593128895	9.83980058
b3448	8.267594988	7.855363903	8.2826954
b3449	9.407650337	9.480080559	9.805458541
b3450	10.12970985	10.51651887	10.32290038
b3451	7.486668792	7.934730556	7.938262926
b3452	9.676037233	10.03723178	10.13093289
b3454	9.675843161	9.514829398	9.361682298
b3455	9.717754528	9.821676413	9.099050012
b3456	11.15710517	11.52927601	11.01196719
b3457	11.9778655	12.36877646	11.75144484
b3458	12.93178559	12.92252102	12.04664777
b3459	8.593289231	9.408759509	8.988383969
b3461	10.29610802	9.475975334	9.632187657
b3462	9.775907168	9.714894131	9.710601644
b3463	11.30834884	11.32004365	11.5124173
b3464	11.64205537	11.53504387	11.58938535
b3465	11.00913004	10.94212095	11.12163733
b3466	11.13026816	11.39219659	11.27697679
b3467	7.904495888	8.331795568	8.457952703
b3468	8.642108801	8.609631454	8.732999829
b3469	8.8218787	9.224291919	9.574333692
b3470	9.241029966	9.82323243	9.616777234
b3471	4.718884109	5.376433529	5.554357612
b3472	11.56996517	11.32264977	11.50273105
b3473	10.30086672	10.89436564	10.75895718
b3475	9.191493493	9.411001743	9.839587987
b3476	2.773160812	2.577676575	2.814990655
b3477	4.17848399	5.09504063	6.088270422
b3478	7.76336012	8.142978501	8.40062108
b3479	2.687051469	2.744840582	3.233122919
b3480	7.571464318	9.129107848	9.090138048
b3481	10.7720048	10.92356459	11.19488895
b3482	7.080444953	8.787092616	7.754800142
b3483	9.462495897	9.986990854	9.402564525
b3485	9.833799011	10.49201577	10.53016339
b3486	10.12593663	10.43088328	10.27992878
b3487	11.75990511	12.00643287	11.86970365
b3488	6.831834946	9.142733906	7.933027205
b3489	3.380282297	3.529553198	3.408597598
b3490	6.233818129	8.763298928	6.928109429
b3491	4.58574074	5.122850458	5.777117106
b3492	9.752833752	10.02190792	9.784788197
b3493	10.05580803	9.630260013	9.739599289
b3494	9.118102383	8.487463447	8.81192015
b3495	11.37862677	11.03741652	11.36178015
b3496	9.463419433	9.990969201	9.988265854
b3497	8.021721935	8.617674241	8.369624448
b3498	10.0893891	10.0867001	10.04800175
b3499	9.827680033	9.795718661	9.708732267
b3500	12.68071446	12.55680148	12.8508506
b3501	7.911639134	9.488797511	8.850856213
b3502	8.929446352	10.38864542	9.675191566
b3504	4.151974965	6.013496688	5.469347981
b3506	5.507982348	4.447173256	6.654906267
b3507	8.025576314	8.272739974	8.667091157
b3508	10.82580789	10.42629539	10.88068572
b3509	13.90114151	11.59491059	13.95394666
b3510	13.44459726	10.89647042	13.63686571
b3511	12.02672843	10.22284984	12.10970486
b3512	10.3308029	8.792798453	10.26743626
b3513	9.583048639	9.312526859	10.24567036
b3514	8.162102083	8.170858039	9.083688906
b3515	12.36550239	11.66182847	12.25324243
b3516	10.60729413	9.376246937	10.57629594
b3517	11.5451785	9.091434764	11.74932548
b3518	6.838865955	8.506541791	7.309982434
b3519	9.249696933	9.078527667	9.27140059
b3520	8.906259555	9.93734135	9.474962637
b3521	8.434307306	9.049683561	8.81371828
b3522	10.32203028	10.40907364	10.73177003
b3523	11.90191979	12.30024476	11.9312917
b3524	3.808799382	3.675256303	3.749533527
b3525	6.71138151	8.955927698	7.693402582
b3526	6.308697479	6.994397154	7.492301334
b3527	7.246664758	7.294025228	7.56577971
b3528	11.13914748	11.02402837	10.81414618
b3529	10.01756154	10.25138516	9.99925387
b3530	9.395444049	10.22787388	9.977990035
b3531	8.348421538	9.142566938	8.999375033
b3532	7.264938133	9.146399233	8.394917532
b3533	9.064234195	10.11637819	9.704898707
b3535	6.771190663	6.38435898	6.321576492
b3536	10.83944771	10.59726515	10.75453454
b3537	10.09126431	9.911570885	9.791042603
b3538	10.07427033	10.33921119	10.42242545
b3539	7.815740112	8.997983197	8.407339089
b3540	10.65517375	10.66788295	10.72716038
b3541	10.86596236	10.69619661	10.75200236
b3542	11.50657835	11.71981935	11.74978773
b3543	9.013926805	8.79882443	8.722736542
b3544	13.60323172	13.70113013	13.56166007
b3546	8.194835357	8.280948072	8.264416553
b3547	5.980351707	7.787917673	7.481674301
b3548	10.84236604	10.86823471	11.05445186
b3549	10.29064008	10.30108304	10.23597127
b3550	9.672693833	10.02679025	10.05517014
b3551	10.81519533	11.0316588	10.96437209
b3552	8.461557932	8.282245517	8.408371243
b3553	10.21328514	10.0594335	10.43421324
b3554	10.02947912	9.670800679	9.682939812
b3555	12.58630255	11.17502758	11.59418976
b3556	14.98689075	14.41897876	13.93034964
b3557	7.800871001	8.758400628	8.08524583
b3558	8.6684779	10.12383343	8.671249375
b3559	11.83986099	11.83204161	11.56377951
b3560	11.65459646	11.56627855	11.34723828
b3561	2.600520837	2.57885803	2.75177995
b3563	4.668422179	6.623142775	5.976381054
b3564	8.744897003	8.990428096	8.911074766
b3565	8.898041746	9.225078407	9.152239123
b3566	8.510012733	10.30695736	9.469068591
b3567	7.906700071	9.827562629	8.199408197
b3568	7.319672056	9.043725305	8.383637807
b3569	5.165620487	5.220149225	5.950413952
b3570	10.54222087	10.46708862	10.50496794
b3571	2.359480976	2.225937897	2.30021512
b3572	12.29450496	12.31806016	12.36659687
b3573	8.965870499	9.866591239	9.711477
b3574	9.934323062	10.12918721	10.18749842
b3575	8.273266183	10.49267389	9.997382643
b3576	6.442165718	8.925764277	7.577795147
b3577	5.063274601	7.856148958	6.498581795
b3578	6.554373218	8.691620604	7.743591798
b3579	6.212151243	7.91299695	7.119866592
b3580	5.575868306	6.530298714	6.510228438
b3581	8.947253309	10.30876386	9.072162604
b3582	6.587107322	8.711004281	7.598575967
b3583	6.531399805	8.608323225	7.824818254
b3584	8.696356521	9.903280971	9.43401938
b3585	7.287596407	8.729408947	8.427176779
b3586	8.854296043	9.826303109	9.601102403
b3587	6.710801081	7.134544037	7.195736094
b3588	7.229119525	7.692083794	7.484561021
b3589	9.307229536	9.941021226	9.900683509
b3590	9.365556869	9.449891756	9.372186982
b3591	11.17797419	11.31183484	11.51326654
b3592	10.29595541	10.00573877	10.34622588
b3594	9.887588903	10.04405893	9.96116949
b3595	3.404465485	3.57982952	3.765601581
b3596	8.169232404	9.812909412	8.932478005
b3597	6.453913022	6.973732483	6.989873146
b3600	10.5756897	10.4088521	10.57063313
b3601	11.34754002	11.11141224	11.22811069
b3602	12.55892561	12.42895897	12.34886446
b3603	8.104536618	9.012350287	8.756388217
b3604	9.831965961	10.23134669	9.998045965
b3605	7.5992241	8.038120622	8.17121613
b3606	8.582968379	9.118824425	9.488771243
b3607	11.16208102	10.98564397	10.86072912
b3608	11.31009141	11.37369723	11.31441283
b3609	11.10839586	10.57509315	10.66014753
b3610	11.95632701	11.6602351	11.44544719
b3611	11.6205438	11.5077091	11.12673629
b3612	12.01495743	11.81430633	12.09046543
b3613	8.468196999	8.468902294	8.346709342
b3614	7.125663331	7.258393298	7.598979676
b3616	10.68186308	10.72079725	10.66412647
b3617	6.069492645	5.774189182	5.91672995
b3618	11.56154062	11.17985625	11.32245997
b3619	12.60052968	12.44747793	12.62178527
b3620	11.99719011	11.92942983	12.08680689
b3621	11.04424699	10.87601733	10.91810021
b3622	11.50510314	10.98004771	10.86838444
b3623	11.08263729	10.7548697	10.56822759
b3624	8.575009104	8.865683006	8.182604651
b3625	11.46264246	11.10529988	10.71889
b3626	10.04695358	9.926572001	9.521204146
b3627	11.95321849	11.86851675	11.48749294
b3628	9.22044504	9.267728182	9.049437915
b3629	11.20472969	10.85695059	10.46996914
b3630	10.67713686	10.53799149	10.41436566
b3631	11.3676046	11.32292172	11.25701507
b3632	10.03447787	9.80468616	9.910684341
b3633	7.733928083	7.634029864	8.207743122
b3634	7.997301992	8.242490552	8.22187527
b3635	8.807522053	9.518886789	9.173604086
b3636	12.52208171	12.21962701	12.10778637
b3637	14.1489815	13.91062137	13.58111483
b3638	8.928802917	9.87279227	9.287331499
b3639	10.89764017	10.84537416	11.01409586
b3640	11.72411512	11.50236084	11.74490733
b3641	10.05621766	10.08489564	10.37679186
b3642	7.949143134	9.069827625	8.395778333
b3643	11.49585864	11.49273539	11.3590286
b3644	11.97103421	11.79247184	11.87530005
b3645	11.62717067	11.63406738	11.27794705
b3646	8.016411575	9.287102902	9.077537363
b3647	7.22939261	9.569899628	8.488953338
b3648	11.84184277	11.38129816	11.27189056
b3649	11.75690854	11.33942101	11.52464678
b3650	11.40711336	11.36010257	11.39028391
b3652	10.62788318	10.90532082	10.85880155
b3653	10.34584989	11.02458905	10.8229055
b3654	11.24170767	11.41903664	11.16042022
b3655	8.355990678	8.694272248	8.925304037
b3656	4.213378564	5.244925008	6.113634244
b3657	7.727639131	9.690042489	8.691790539
b3659	6.726331288	9.404963558	8.218983516
b3660	9.254914951	9.590487878	9.274371591
b3661	12.11749729	12.12807298	11.85128571
b3662	5.313557437	6.323683831	5.829167044
b3663	7.067295254	8.025050286	7.772266832
b3664	3.36694839	3.762348039	4.120452968
b3665	8.038610062	8.747388363	8.661904983
b3666	9.425861827	9.634706282	8.373931528
b3667	9.601146484	10.56099792	10.31618958
b3668	6.440911817	7.209582603	7.177919272
b3669	9.966547804	10.2261153	10.74268628
b3670	9.939823419	10.00743972	9.762669747
b3672	11.0432897	10.39685507	10.26685054
b3673	8.287630628	9.898217506	9.383506874
b3674	9.249778499	9.405287273	9.296637733
b3675	7.956201881	8.585510092	8.013089756
b3676	10.02907565	10.5967697	10.40476197
b3677	6.653962286	7.946392109	7.765921297
b3678	6.286415306	7.662653692	7.188580824
b3679	5.409245668	7.695067671	7.092346495
b3680	7.881564836	9.212879456	8.629665012
b3681	8.732866139	9.928448609	9.080496852
b3682	6.564103751	8.568799324	8.006331803
b3683	6.222163036	7.073020873	7.12477857
b3684	8.273276342	10.18178156	9.342076585
b3685	5.42522304	5.887901125	5.987611774
b3686	9.935852969	11.31320653	10.80861935
b3687	11.42934891	12.31293631	11.96477639
b3689	10.25355986	10.86693738	10.73284869
b3690	6.287726744	8.554231686	7.635670815
b3691	7.11449679	9.933294002	8.458671843
b3692	8.633924784	10.43293438	9.732755552
b3693	7.547349623	9.697192738	9.203373885
b3694	9.425787963	10.09439624	9.766126189
b3695	9.146085328	9.216014874	9.183597007
b3696	9.120618134	9.644229757	9.919639823
b3697	10.12761868	9.969597911	10.07448496
b3698	8.602984752	8.945373162	9.279125885
b3699	11.49189756	11.4822115	11.51586547
b3700	9.863568559	9.870769137	9.749406466
b3701	11.09719525	11.10832416	11.14602376
b3702	11.22397653	11.14804194	11.27564007
b3703	12.19731919	11.76496915	11.85174022
b3704	11.99359852	12.09026671	11.91833187
b3705	11.5398655	11.51500508	11.19005039
b3706	10.73899911	10.62679778	10.95124361
b3707	2.359480976	2.225937897	2.30021512
b3708	10.22086773	11.0786528	10.33663423
b3709	4.720673732	6.873577383	5.585095346
b3710	5.688396311	7.527902546	6.830384025
b3711	8.452805108	9.453714043	9.37813875
b3712	11.55210012	11.58383971	11.66520368
b3713	8.442421706	8.180437594	8.408911968
b3714	7.633466141	7.658011732	7.399698642
b3715	9.970132386	10.02502953	10.17056208
b3716	8.62121552	9.483015766	8.793051975
b3717	9.875177194	10.65114292	10.52731138
b3718	6.85241003	8.849670683	7.974588581
b3719	8.441058528	9.384725942	8.861379023
b3720	4.611781808	6.242537612	5.005826492
b3721	7.574257376	8.46852015	8.18937019
b3722	7.765691169	8.088533345	8.283798173
b3723	7.961495616	8.981294045	8.376411832
b3724	11.23590429	11.33818757	10.97675634
b3725	12.49740334	12.6420205	11.94071329
b3726	11.52427587	11.80612786	11.35975931
b3728	12.58532353	12.71660224	11.76132448
b3729	9.170442126	8.803551571	9.157063379
b3730	11.60630462	11.30912518	11.0313458
b3731	11.61695138	11.68477801	11.34370269
b3732	12.61434671	12.90755103	14.98761573
b3733	13.4877912	13.83106181	15.18587838
b3734	13.26495104	13.66028937	15.00655659
b3735	11.11024063	11.6297636	11.54201716
b3736	14.09978149	14.40944961	14.14878857
b3737	13.49390176	13.58304312	13.09958555
b3738	13.00115017	13.12707081	12.78942726
b3739	11.77245135	11.49954154	11.6888514
b3740	11.1223366	11.27836555	10.95054086
b3741	11.08615094	11.0875203	11.08760834
b3742	10.81987861	10.21416263	10.53599274
b3743	9.752847527	10.46021023	9.924530964
b3744	11.89333374	11.79064698	11.72710266
b3745	9.874063977	10.1615724	10.29190713
