	Ref	NOX	ATPase
b0001	9.022089998	8.421106916	8.891614818
b0002	13.84767509	14.04923429	13.90248647
b0003	13.48172556	13.68445883	13.3935938
b0004	12.57132988	12.79292951	12.44667734
b0005	8.578102071	8.647135744	8.892248167
b0006	10.50803404	10.57207399	10.62775383
b0007	6.158900225	6.784293001	6.684227991
b0008	12.96915	13.0258947	12.84532056
b0009	9.697827277	9.650438696	9.676272581
b0010	7.889397957	8.47535822	8.531273947
b0011	6.664372165	7.75436721	7.267628439
b0012	4.6226583	6.474447242	5.875278611
b0013	5.79836736	7.372927926	6.950311414
b0014	13.39958907	13.62510377	13.28190893
b0015	11.775228	11.94443637	11.73523916
b0016	12.17673499	12.45973176	12.77623895
b0017	9.450811726	10.95953693	10.73955653
b0019	8.772931006	8.517536712	8.922666143
b0020	11.19663128	11.16120479	11.08422619
b0021	10.892428	11.53665851	11.59448484
b0022	12.15921998	12.38362509	12.44273726
b0023	12.4669336	11.50729759	11.6518196
b0024	3.998738371	4.02664052	4.00128622
b0025	11.08071406	11.00986456	10.76998438
b0026	11.20417219	11.30626887	11.13764481
b0027	11.96522079	12.15005265	11.73396816
b0028	11.08734248	10.83434884	10.93213066
b0029	10.59410964	10.62076591	10.59516581
b0030	7.70810378	9.316701943	8.188251294
b0031	10.87817632	10.30800329	10.55016855
b0032	12.86290871	13.03026046	12.50234375
b0033	12.40096302	12.59451802	12.1061384
b0034	9.939933299	9.848312304	9.986609158
b0035	10.08239182	10.99520015	10.70177321
b0036	9.199904559	10.51373976	9.967501358
b0037	7.836915955	8.75742669	8.582274922
b0038	3.520634307	4.283317145	4.826330791
b0039	7.758806988	8.926975594	8.698151319
b0040	6.629546384	8.739858933	8.406902332
b0041	7.182934155	8.175913926	8.45578788
b0042	8.990452843	10.34778849	9.897596849
b0043	7.416207088	9.505151453	8.267094475
b0044	7.142409748	8.9293653	8.519495026
b0045	9.63046859	10.80292319	10.4966129
b0046	8.357454621	8.354505486	8.611186137
b0047	9.066415551	9.491333221	9.819287515
b0048	9.721786657	9.534362888	9.699109901
b0049	11.3661188	11.35081006	11.69264405
b0050	11.05024826	10.97388142	11.07798055
b0051	10.71749091	10.47925765	10.93764752
b0052	10.80580825	10.53775207	10.7637941
b0053	12.03568151	11.72247165	11.74127529
b0054	11.03335793	10.65149105	10.72018244
b0055	10.00355574	10.06847369	9.999251724
b0056	8.96138292	8.52108959	8.452877207
b0057	9.523843467	8.50735198	8.106570332
b0058	9.92561152	9.995517714	9.93783903
b0059	10.51342048	10.53109853	10.5418064
b0060	9.27314537	9.764226974	9.893051287
b0061	7.007047888	8.53529365	8.161997099
b0062	7.158261328	8.455625395	8.14072964
b0063	7.078053968	9.262118739	8.273998456
b0064	9.368546767	9.586231444	9.613657942
b0065	11.09169637	11.34694454	11.23951466
b0066	7.773036203	7.974417709	8.111693996
b0067	8.562417499	9.883940974	9.407578341
b0068	6.80950334	7.639925566	7.823563363
b0069	5.769840274	6.308389314	6.497222334
b0070	9.534095423	10.11858037	10.0113949
b0071	12.34548837	11.97914903	12.38278501
b0072	13.60312046	13.51442067	13.40104569
b0073	11.28822526	10.88133255	10.35497625
b0074	12.6041237	12.45172574	12.35546476
b0075	10.18656898	9.809903994	9.710998431
b0076	8.123063467	9.164002209	8.537232501
b0077	10.69785652	10.57791015	10.34806014
b0078	10.16014316	9.976046935	10.09790276
b0079	12.22484247	12.16499122	12.1181007
b0080	10.8557767	10.72085917	10.73260322
b0081	11.73128837	11.22463424	11.37194111
b0082	10.93459377	10.43758234	10.56774107
b0083	12.269444	11.86708713	12.05170889
b0084	10.78029794	10.63723186	10.73969764
b0086	10.69571935	10.42243189	10.20554772
b0087	10.91037144	10.91807914	10.81152751
b0088	7.86409363	7.569487628	7.935996952
b0089	11.20478053	11.02075457	10.99875786
b0090	10.23230475	9.809837126	9.805011491
b0091	10.18217938	10.00180546	10.01522284
b0092	11.32007239	10.89510702	10.9798139
b0093	12.17088848	11.74532437	11.81589676
b0094	12.55610276	12.37042931	12.28963071
b0095	12.45984354	12.1464393	12.26183539
b0096	11.88523501	11.51940677	11.38325457
b0097	10.93098717	10.79414003	10.3322136
b0098	11.77114259	11.64035373	11.50979623
b0099	7.012772084	7.308493027	6.918642564
b0100	11.40222672	11.89455169	11.94737731
b0101	11.23841019	11.26430528	11.45733856
b0102	12.03871568	12.02838441	11.92272201
b0103	11.74906677	11.62292733	11.84837827
b0104	10.83166403	10.56757595	10.67616665
b0105	11.09453964	11.64475324	11.73795525
b0106	6.761090729	8.610638216	8.202088475
b0107	2.438297211	2.61541889	2.655962693
b0108	7.494993866	9.171305555	8.176829063
b0109	9.440493941	9.349282877	9.538335307
b0110	10.59875064	10.67934335	10.68133059
b0111	10.60986096	10.87710878	10.84322208
b0112	10.92273201	11.15856094	10.68330768
b0113	11.25004397	11.13737609	11.27186975
b0114	12.92625135	12.97186032	13.77728747
b0116	13.33993567	13.76853301	13.90093319
b0117	6.878356079	8.919444794	7.951400188
b0118	9.803358263	10.58460097	9.708104581
b0119	8.746557659	8.467532467	8.395848348
b0120	11.49521321	11.10373081	11.01731352
b0121	12.11739135	12.13701295	11.80744804
b0123	10.85562955	10.62191077	10.52081772
b0124	10.65897277	10.55732429	10.68639439
b0125	11.03015773	10.77167996	10.84751216
b0126	12.37888609	11.68959065	11.89908375
b0128	8.038372774	8.539487369	7.968750042
b0129	8.528172649	8.54050548	8.300278158
b0131	11.31686943	11.0576395	11.38562946
b0132	8.689080817	10.34865037	9.874966429
b0133	9.789948123	9.178526622	9.921191599
b0134	9.706351771	9.495529629	9.43133338
b0135	5.864944358	7.76022387	7.686206958
b0136	7.789264764	9.341557824	7.845989656
b0137	7.649909065	8.976079536	8.613968135
b0138	7.644216432	9.268304939	8.066335917
b0139	4.866264658	5.362842744	5.865457423
b0140	7.302128542	9.670927397	7.860989153
b0141	7.967851575	9.937971174	8.396481166
b0142	10.45247513	10.65499015	10.63291516
b0143	12.35034513	12.52090094	12.56442993
b0144	8.920167765	9.159360823	9.252220815
b0145	12.23390757	11.43793506	11.71539678
b0146	11.10891395	10.68955246	10.90868012
b0147	8.732731539	8.718639008	8.999423794
b0148	8.026667701	7.913930586	8.000235318
b0149	11.01290209	11.19818837	11.05464497
b0150	9.301692449	9.659520341	9.444121758
b0151	8.884213414	9.64914816	9.242379661
b0152	7.775405149	8.745251941	8.229467359
b0153	5.354492605	6.006889662	6.130134054
b0154	11.11937161	11.02920747	10.90761105
b0155	9.213778464	9.152960463	9.420919165
b0156	11.5017401	11.18171615	11.4694718
b0157	9.468515657	10.11432931	9.880032106
b0158	10.59083832	11.00103268	10.86942918
b0159	12.01897422	11.88528496	11.83958019
b0160	9.688886632	9.388006779	9.286756076
b0161	10.04364079	9.546711064	9.881865708
b0162	10.07214338	10.5698117	10.1943741
b0163	11.48014993	10.61722158	11.23610104
b0164	9.64660026	10.59631252	10.19546066
b0165	9.519944595	9.728179822	9.656133599
b0166	11.20613861	10.79295996	10.84359508
b0167	10.65336309	10.90427331	10.94972228
b0168	11.02634095	10.62337282	10.70181889
b0169	13.32580946	13.31403895	12.99639293
b0170	13.75054003	13.75416493	13.55816475
b0171	11.78570507	11.77164746	11.88224856
b0172	12.02932645	11.51726823	11.60607054
b0173	10.63079821	10.46979053	10.439225
b0174	11.59686663	11.28382062	11.24715218
b0175	9.952244214	9.773989377	9.733879668
b0176	10.66901424	10.50631206	10.49495145
b0177	12.07488314	11.93860463	12.05564863
b0178	12.95675874	12.33515465	12.41181107
b0179	11.81053952	11.37697058	11.52291024
b0180	12.69238116	12.25643036	12.14003138
b0181	8.799948984	8.710623265	8.741956349
b0182	10.14012392	9.903718235	9.913286546
b0183	8.163788583	7.949293113	7.936146745
b0184	9.646198785	9.539903345	9.695066939
b0185	11.46263123	11.11437054	11.08431752
b0186	7.665040502	7.400592979	8.120172754
b0187	10.73200532	10.50022043	10.51920411
b0188	11.06271374	10.96329731	11.04905942
b0189	4.38780231	4.508724922	4.902897492
b0191	10.65823389	10.61471617	10.6777433
b0192	9.45685298	9.226415261	9.338332909
b0193	3.257888867	3.268613979	3.52399298
b0194	11.3889896	11.46718232	11.21983817
b0195	11.05216284	10.87048502	10.87408469
b0196	11.62494004	11.12613579	11.37936303
b0197	13.97164802	14.02652785	13.84684441
b0198	11.29723709	11.24115275	11.10159123
b0199	10.39538339	10.33828973	10.65432172
b0200	12.39186947	12.04835527	11.94077884
b0201	15.91537315	15.99770327	16.07977388
b0205	15.23986793	15.38680651	15.46248253
b0207	9.633863654	9.681615805	9.818778594
b0208	11.331026	11.60813681	11.96570954
b0209	10.39347507	9.955697091	10.31270467
b0210	9.046118956	9.097219771	8.974704668
b0211	13.22899634	13.10680286	12.92866128
b0212	10.14534113	9.926811341	9.996848571
b0213	8.914663821	8.931054682	8.895420665
b0214	11.56109198	11.53920221	11.39468969
b0215	9.501997547	8.933216686	9.387708783
b0217	7.414621603	9.299251509	8.146691185
b0218	7.852198615	10.01868745	8.591501797
b0219	7.458951749	7.41844319	7.527943018
b0220	11.75453493	11.03123683	11.76640202
b0221	9.564946203	9.623115219	9.494496894
b0222	9.592201736	9.204527785	9.364342825
b0224	10.71655827	10.30859814	10.3266509
b0225	11.5044089	11.30138354	11.27927527
b0226	11.44902781	10.53190682	10.73563568
b0227	7.804488215	9.461657707	8.373196577
b0228	2.507642216	2.47665995	2.505876549
b0229	5.108591554	7.827860488	7.203918122
b0230	6.11864292	7.665975684	7.112875314
b0231	6.713809641	7.801795006	7.656489869
b0232	10.31632545	10.34739052	10.10824041
b0233	7.536713086	7.861428043	7.807990201
b0234	4.388357175	4.573735537	4.906503098
b0235	4.066428093	5.458431638	5.447954875
b0236	5.94075017	7.929508891	7.595575603
b0237	12.70435869	12.76801056	12.96495122
b0238	10.08082838	9.898811162	9.857292986
b0239	10.6156869	10.38223622	10.33736693
b0240	12.25565745	11.94593108	11.9128716
b0241	8.678347325	9.461284529	8.932185175
b0242	10.12516895	9.609994395	9.773615993
b0243	10.85445487	10.61327358	10.77683137
b0245	3.721491356	5.176027298	5.516800343
b0246	5.763739963	8.590063137	8.328492383
b0247	4.865233128	6.067527044	6.18315118
b0248	5.592819347	7.402543956	7.488385806
b0249	7.082186652	9.12232252	8.514257561
b0250	8.982870336	9.433308847	9.675392152
b0251	8.124712675	9.323631494	9.290801827
b0252	7.123796151	9.803409506	9.309879753
b0253	8.094782018	9.302045309	8.56533018
b0254	7.960998229	9.558986067	8.75359166
b0255	8.923647632	8.899100191	9.0602161
b0257	9.296932961	9.312473048	9.139843283
b0258	8.958978844	9.779896268	9.829952326
b0259	13.89321689	14.23359619	14.31534123
b0260	8.711902486	9.12507328	9.384436873
b0261	10.83247423	11.00154109	11.23020695
b0262	5.577681654	7.850449495	7.210679973
b0263	4.643093849	5.478640477	5.448759257
b0266	5.657962446	5.856697284	6.215693651
b0267	8.7705512	8.721297508	9.090887281
b0268	7.526755254	7.949845723	8.253506195
b0269	8.56966048	8.740947701	9.592350527
b0270	6.556040995	7.012360189	8.025643357
b0271	8.429709245	8.787859499	9.715602735
b0272	11.18562985	11.11698088	11.49800726
b0273	11.9311603	11.6158514	11.70818045
b0276	9.276441493	9.655730705	9.615992299
b0277	9.011925195	9.285667367	9.402670556
b0278	8.017995872	9.111504851	8.397838577
b0279	6.776058357	8.045249022	7.62325237
b0280	11.01861683	10.33773683	10.72708615
b0281	10.55138732	10.4540864	10.41674813
b0282	5.234446493	5.93351239	5.716878497
b0283	6.864854326	7.285185762	7.521953752
b0284	7.941465639	8.570377567	8.822363605
b0285	5.410106432	5.448658066	5.972069911
b0286	9.708752331	10.63234379	10.20279801
b0287	12.04865676	12.58883496	11.92830376
b0288	8.495071283	9.409292197	9.23831692
b0289	5.037750448	5.797214356	5.723045228
b0290	8.518444257	9.63800908	9.252475692
b0291	6.147836435	7.814570773	7.750118152
b0292	6.1995704	7.773386641	7.298084131
b0293	8.250927239	8.126297535	8.137929743
b0294	6.281387958	8.536093824	6.690927332
b0295	9.854124891	10.68353874	10.0107001
b0296	6.326285651	7.01098919	6.684119599
b0297	7.246324256	8.603620743	8.682709689
b0298	11.34905063	11.7881644	11.92206011
b0299	9.80236853	11.05078091	10.88857842
b0300	9.168101906	10.31319233	9.44285956
b0301	6.46073505	7.735846383	7.279175207
b0303	2.5770661	2.480117765	2.557677141
b0304	9.863047392	9.765976924	9.866063909
b0305	8.509783369	9.34843836	9.049080674
b0306	9.423582661	10.41233045	10.09249061
b0307	8.293031097	9.08528059	9.086296582
b0308	10.29887037	10.7210139	10.67812021
b0309	3.348295964	3.730039408	4.446064843
b0310	4.935886271	7.473666651	6.570257639
b0311	10.02969889	10.48611538	10.39446049
b0312	9.943885852	10.01985169	9.681608158
b0313	10.00876693	9.715064585	9.821312025
b0314	8.395788152	8.788635721	8.702918818
b0315	11.66470325	11.2501099	11.0231566
b0316	8.30683096	8.746694162	8.756151327
b0317	6.791210241	8.917641939	7.70086258
b0318	6.281375746	6.686382271	6.966573111
b0319	6.528360394	8.718951435	7.947159361
b0320	5.722939961	8.421813599	7.402723147
b0321	7.025262814	8.278735387	8.186781572
b0323	7.634955472	9.478094234	8.496074518
b0324	8.95760076	9.127434991	9.38843162
b0325	10.67043635	9.761373791	10.31598793
b0326	6.621531789	7.963483839	7.048535071
b0327	8.620296393	8.750554644	8.555945919
b0328	7.318958076	8.251716953	8.110716744
b0330	5.58124376	6.569126867	6.586287229
b0331	5.421896676	8.21746452	7.245195611
b0333	9.227811573	10.44035063	10.1999756
b0334	7.183238975	8.283744705	8.534806495
b0335	7.95504346	9.251949736	8.987384916
b0336	11.11827657	11.18658381	10.76732996
b0337	12.35074547	12.44387367	11.96477122
b0338	8.979392772	9.607913161	9.296867337
b0339	7.129923692	9.130807047	8.425757468
b0340	5.199585074	6.425655869	6.58780429
b0341	7.239486678	9.185365356	8.629171819
b0346	10.6627317	10.71316377	10.56630896
b0347	6.161944064	7.738638086	7.546856093
b0348	7.807529027	9.651487584	8.760563485
b0349	8.241891539	9.633446201	8.869417421
b0350	6.23279144	8.269889739	7.825991945
b0351	5.048362575	6.523888661	6.012796855
b0352	9.239613595	10.25441547	9.681864854
b0353	6.01057142	7.270199581	7.161841207
b0354	11.46449688	11.2604517	11.48858773
b0355	8.366828412	8.978879875	8.938484018
b0356	9.013889709	9.068484688	9.473250613
b0357	10.31644106	10.34473233	10.67321113
b0358	7.477702548	8.882630741	8.250819806
b0359	7.191827289	9.62542991	7.933253401
b0360	12.25416414	12.79175447	12.80951597
b0362	3.354555831	3.439831275	4.545021899
b0363	3.752517324	4.07937947	3.836901512
b0364	6.184078914	8.732027721	7.133448634
b0365	8.420994882	10.09114796	8.889667581
b0366	6.712557041	7.823923806	7.342691805
b0367	4.425323296	6.25366315	5.827626789
b0369	11.67309807	11.63785922	12.05627604
b0370	5.936271232	7.730409271	6.644042932
b0371	7.686800376	9.882404918	8.957793819
b0374	3.638896747	3.908748972	4.258883743
b0375	6.235001938	8.630697083	7.528105882
b0377	8.939808979	9.450669336	9.16793378
b0378	10.41506059	10.26214716	10.21815705
b0379	11.6006158	11.15165606	10.9430583
b0380	9.004950557	9.087196977	9.125040943
b0381	10.95643302	10.99056968	10.98748448
b0382	11.73288356	11.00787172	11.10420781
b0383	9.796607318	10.02387371	9.699260851
b0384	8.845953669	8.320083536	8.442028673
b0385	8.411777836	9.660353172	9.49830472
b0386	9.589559276	9.318622827	10.01406637
b0387	10.63738616	10.59022131	10.58806566
b0388	11.91910178	11.79956999	11.66060558
b0389	11.11911473	10.73824114	10.77069841
b0390	9.147831497	8.987827858	8.97934945
b0391	9.083904923	8.694709775	8.916758761
b0392	2.865582185	3.103422308	3.812429447
b0393	11.48056244	11.37523873	11.61208857
b0396	7.453016382	8.23605144	8.085970511
b0397	9.834288145	10.12081258	10.10674766
b0398	6.972589735	7.533762071	7.722198832
b0399	6.468794442	6.512583422	6.217131559
b0400	6.500851076	6.733814246	6.065843218
b0401	10.97544039	11.04099449	10.84709195
b0402	9.124487109	9.463902746	9.46117243
b0403	10.08640522	10.25752911	10.12811117
b0404	7.238692681	7.270116107	7.406462152
b0405	9.732901623	9.722337989	9.503620667
b0406	11.42394301	11.04575426	10.82001982
b0407	12.68050834	12.35043556	12.0301436
b0408	11.2906833	11.03401696	10.70530264
b0409	11.04941132	11.05939628	10.84836141
b0410	11.379057	11.35997745	11.23835793
b0411	9.836498161	9.649022741	9.716258042
b0413	10.78132366	10.55882257	10.56896382
b0414	10.75122266	10.74762999	10.82850451
b0415	12.3648587	12.48035923	12.389045
b0416	10.58761788	10.51090194	10.59282531
b0417	8.972319063	9.00332991	9.267445622
b0418	9.791179031	9.992975392	10.26357302
b0419	11.36780593	10.39291205	10.84117702
b0420	10.40623318	10.22441393	10.3242711
b0421	12.58765133	12.51504777	12.5826765
b0422	11.31242228	10.93225048	11.01842784
b0423	8.255955173	8.403517653	8.530877853
b0424	6.231976899	7.016805561	7.703021814
b0425	11.08076037	10.95062065	11.21126563
b0426	11.71539522	11.17950296	11.62911748
b0427	10.37044094	10.66712545	10.70124747
b0428	11.47710655	11.53417209	11.75054911
b0429	12.59132377	12.65074111	12.62893452
b0430	13.11190298	13.36934405	13.42432014
b0431	12.97912227	13.26714487	13.28948213
b0432	12.88534652	13.00183862	13.15283591
b0433	8.69409434	9.107745206	9.069961133
b0435	10.97151454	9.026809707	9.896469466
b0436	13.53422638	13.45214053	13.04826087
b0437	11.24552757	10.56823958	10.59322181
b0438	12.39160262	12.04003272	12.00841904
b0439	12.47133196	12.66399783	12.32083629
b0440	11.9887996	11.03679487	10.79027665
b0441	11.92989567	11.93431835	11.51546834
b0442	9.580472134	10.26962686	9.70449788
b0443	2.931996419	2.53748293	2.971635018
b0444	11.09756989	11.1182102	11.07693451
b0445	4.354036149	5.447242147	5.361342824
b0446	8.621134114	9.095386657	8.708107337
b0448	7.835752088	8.365491193	8.135864475
b0449	8.75092657	9.012845513	9.309193705
b0450	9.210017673	9.530127999	8.905188295
b0451	5.92050586	6.590934532	6.410524613
b0452	10.49253486	10.22419999	10.63153417
b0453	9.404304479	8.175842921	8.968303127
b0454	9.487334229	9.466574204	9.48172867
b0455	13.24400031	12.83747822	12.91698904
b0456	8.567589367	8.671259736	8.857453928
b0457	6.511513678	6.850328035	7.302165865
b0458	10.16673927	10.15789326	10.22645789
b0459	10.05300208	10.22208346	10.18556453
b0460	10.67854645	9.343790502	9.734533999
b0461	12.01520298	11.23174622	11.2245425
b0463	11.71020102	11.59976858	11.33806638
b0464	9.817025651	9.965252706	10.04586955
b0465	8.70571509	8.617013676	8.612474664
b0466	10.19544445	9.898798728	9.875344595
b0467	8.847755154	8.55975712	8.882378022
b0468	8.700573091	8.804313433	8.75504155
b0469	11.1017424	10.695928	10.59004897
b0470	11.37958622	11.36847813	11.11728209
b0471	12.69230413	12.68599339	12.57359712
b0472	11.63280916	11.47181606	11.47439383
b0473	11.18657024	11.40973324	11.292154
b0474	13.3944291	13.17226072	12.73784413
b0475	9.050288987	9.222630142	9.080175339
b0476	7.469449193	8.969367304	8.41843868
b0477	11.31183199	11.41602794	11.2923354
b0478	9.361120101	9.756013379	9.463674857
b0479	6.489560827	7.282680043	7.274437156
b0480	10.62064363	10.22813854	10.09080101
b0481	9.76264853	9.590403294	9.834480402
b0482	10.03653984	9.957193711	9.953002881
b0483	10.90932264	10.62185477	10.72006813
b0484	8.944715346	9.037342251	9.513475223
b0485	9.755593476	8.65055618	9.974605477
b0486	9.867411736	9.020222166	10.4222261
b0487	10.79148061	10.61034144	11.24455017
b0488	9.12413703	9.299302235	9.495636142
b0490	10.67257587	10.53352865	10.62025745
b0491	9.901645306	10.0545528	10.32575246
b0492	11.61207235	11.60032644	11.86048357
b0493	11.26607121	11.35604654	11.52463454
b0494	11.87313292	12.01362127	12.36944698
b0495	9.025774118	9.010264033	9.465804129
b0496	8.041800605	8.427375904	8.314867065
b0497	4.843151748	4.79251113	5.687661386
b0498	6.835350826	6.594848103	6.368565507
b0499	7.615147334	8.975170583	7.991171417
b0500	2.359480976	2.225937897	2.30021512
b0502	9.683892033	10.30372108	10.26925665
b0503	6.512545787	6.470065375	6.743264387
b0504	8.063455367	9.447538611	8.916929117
b0505	7.75664161	7.804999412	8.356630997
b0506	11.66234451	11.37820936	11.49074438
b0507	6.632894776	7.7875245	7.141507278
b0508	6.889273021	8.77880303	7.871607844
b0509	4.792244265	5.334346035	5.323848032
b0510	4.864199469	5.553120599	5.243011391
b0512	7.007597912	9.290084549	8.197195643
b0513	6.29393692	7.966314139	7.666352225
b0514	5.410212169	5.469065175	5.80475958
b0515	11.29352093	11.65472389	11.48691022
b0516	3.107154373	3.343086926	3.730214021
b0517	5.452013361	7.699898523	7.217136944
b0518	5.16469401	6.590291203	6.434190212
b0519	5.366378934	7.233145626	6.771244895
b0520	7.278003894	7.947625062	8.173171973
b0521	7.322936443	8.7740823	8.32729278
b0522	11.08573534	11.30698372	11.28351237
b0523	11.76533048	11.77553803	11.72792325
b0524	9.87495991	9.918176059	9.813409553
b0525	12.3082029	11.77487824	11.78221582
b0526	10.43228327	10.48097716	10.4774968
b0528	9.412419224	9.654724376	9.536149073
b0529	12.02661837	11.74935196	11.77471322
b0530	5.660628693	7.797795428	7.098482892
b0531	8.016438758	8.450523679	8.510168946
b0532	6.505102973	7.212075734	7.241889882
b0533	5.530269442	6.918147144	6.393962617
b0534	8.520656039	9.976948854	8.858111722
b0535	6.991441367	9.315794746	7.95769472
b0537	10.15337318	9.953257425	10.09032208
b0538	6.453901787	8.170209744	7.344882276
b0539	7.184448649	8.878368733	8.304676486
b0542	4.232319103	4.079131042	3.787442677
b0543	5.43393648	4.592035457	4.639564771
b0544	7.769661082	9.128026241	7.968371168
b0545	9.245251983	9.709922178	9.312165018
b0546	8.881401668	8.582664899	8.6582297
b0547	2.805293035	2.444251053	2.565909862
b0548	8.169738884	10.34375413	9.109300922
b0549	6.660094944	8.730608948	7.536336239
b0551	9.145829464	10.0518246	9.55942726
b0553	13.66095701	14.10811731	13.38094762
b0554	9.62435924	10.4175112	9.825535973
b0555	7.100263709	7.881704799	7.422811506
b0556	8.428036965	9.971799567	8.810789295
b0558	3.643629261	3.964963367	4.151895251
b0559	5.622877787	7.308182659	6.421178757
b0560	11.41973129	12.34637659	11.92433456
b0561	7.992495787	9.735402146	9.072220402
b0562	10.79875798	11.84659428	10.99800254
b0563	6.129090063	6.425910521	6.41279677
b0564	9.03539789	8.152863944	8.696235388
b0565	14.536521	14.51938998	14.47512462
b0566	5.030056176	6.422689366	5.539479102
b0568	7.938275846	8.726141066	8.322406159
b0569	7.874371297	8.76036981	8.784373505
b0570	9.674867289	10.11369489	10.18721081
b0571	9.218672641	9.366071045	9.538648873
b0572	8.668937618	9.512225648	8.937541948
b0573	9.511500764	9.671166556	9.091741932
b0574	6.627541996	7.938879673	6.925787846
b0575	6.42978925	7.711274921	7.604069732
b0576	9.134599557	9.174040285	9.4784527
b0577	8.86102475	9.105910258	8.937589412
b0578	11.00166136	10.90756604	10.90714752
b0579	11.18958758	11.2352601	11.17340305
b0580	11.362996	11.30197437	11.2808036
b0581	6.173964569	6.089337305	6.923459509
b0583	6.330077095	8.310292519	7.393327219
b0584	8.78569157	10.150042	9.597668781
b0585	7.676222216	9.747250554	9.132776699
b0586	4.680096272	6.204951324	6.25852928
b0587	6.837112731	8.321703756	7.756598969
b0588	8.181585142	9.883139221	9.14933278
b0589	7.15629915	8.334234029	7.686329885
b0590	8.578239923	9.365224219	8.818253517
b0591	5.719558124	7.11333803	6.940163464
b0592	6.756700863	8.129146595	7.947222065
b0593	7.582119338	9.408057092	9.108031124
b0594	3.985312793	5.781490548	5.445824734
b0595	9.527609229	10.54902061	10.42821032
b0596	9.282798552	10.01094832	10.06381676
b0597	8.652033667	9.849423926	9.791504261
b0598	10.79502873	11.45154613	10.96538443
b0599	9.788470421	9.899926072	10.07596929
b0600	6.936436172	7.128512979	7.376177004
b0601	5.377788002	6.296796678	6.133616092
b0602	5.391544863	7.977884449	6.597807523
b0603	3.857989011	4.201162203	4.282190727
b0604	9.092169934	8.670968847	8.870719115
b0605	13.88281791	13.87516866	13.64383531
b0607	8.92567061	8.639515552	8.906587983
b0608	10.03420336	10.38176643	10.37334577
b0610	9.499880089	9.659943819	9.770626835
b0611	10.76089356	10.48319393	10.56024331
b0612	3.998005339	5.704950327	5.780405137
b0613	5.958621559	8.331603078	7.386854057
b0614	6.469008433	8.60320954	8.076788648
b0615	6.509461799	8.752417658	7.999549912
b0616	8.297465698	10.60263752	9.102731515
b0617	4.660271592	6.327865348	6.265101827
b0619	6.246232763	6.616129103	6.804314506
b0620	9.075906721	9.518069833	9.270031099
b0621	7.262991271	8.962331154	8.107915737
b0622	9.259998831	9.00749417	9.2490789
b0623	12.98760454	10.94858864	10.80383093
b0624	8.085435842	7.784718299	8.181429113
b0625	7.522619379	7.524137313	7.678094343
b0626	4.832818185	4.848076848	5.447165079
b0627	12.68687407	11.90643774	12.00799935
b0628	10.62412784	10.25320241	10.54889548
b0629	6.810356411	8.154329043	7.210273755
b0630	9.783216653	9.771876337	9.995598074
b0631	10.21871538	9.631057521	9.853700653
b0632	11.21110644	11.18453057	10.98446747
b0633	10.70269115	10.5579644	10.66434204
b0634	9.026480077	9.118978325	9.373662049
b0635	9.651076758	9.583445057	9.625849743
b0636	10.76017198	10.6439319	10.70074536
b0637	10.93346647	10.70760419	10.90382571
b0638	9.67882133	9.732887345	9.743924419
b0639	10.75794703	10.66718825	10.79078383
b0640	9.743384826	9.593795844	9.675572639
b0641	10.13602718	9.756569349	10.03403934
b0642	11.98458236	11.85617135	11.7957563
b0643	12.11934092	11.17809065	11.80683935
b0644	7.565225881	9.19142412	8.184484321
b0645	4.204794517	4.909669935	5.898899665
b0646	5.978142719	7.051007411	7.408278313
b0647	6.588474666	8.452726577	7.585036309
b0648	7.054409025	8.482941554	7.799003851
b0649	7.613177466	9.018735867	8.171790327
b0650	7.214858768	8.679859404	8.285293477
b0651	6.179270086	6.045053597	6.103296159
b0652	11.04071876	11.03866655	10.97652138
b0653	9.50641644	9.609280186	9.48770322
b0654	6.948420725	7.273635555	7.044747994
b0655	11.78034406	11.57978868	11.46371931
b0657	10.02262528	9.95917239	9.846210899
b0658	11.37339436	11.36055339	11.38378334
b0659	12.15291864	12.10119172	12.20099342
b0660	12.02428752	12.01097341	12.00605448
b0661	10.42785672	10.18125314	10.04184948
b0662	10.15839863	10.02896028	10.47572741
b0674	10.75537401	10.40507917	10.0783323
b0675	11.16590486	10.91848208	10.74012166
b0676	11.53573132	11.35927865	11.10221517
b0677	10.46623681	10.36534039	10.26308068
b0678	11.20598261	10.50515807	10.41293814
b0679	2.50435377	2.668476891	2.821706399
b0680	11.45319143	11.4786361	11.051148
b0681	5.217315084	7.687683035	6.313419903
b0682	8.585390069	9.538523483	9.068947123
b0683	12.29969415	11.89023455	11.94676689
b0684	10.70603058	10.18366628	10.48820667
b0685	10.1889854	10.20377638	10.4247451
b0686	9.199247097	9.142231858	9.295491426
b0687	9.775723324	8.995602162	9.235086006
b0688	10.40350887	10.04058662	10.26245852
b0689	8.446711006	9.150590703	8.458441327
b0690	7.695637956	9.099200726	8.40399805
b0691	6.712655577	8.424219145	7.593044236
b0692	6.22243617	8.395401034	7.481084969
b0693	5.600227719	8.47812385	7.468008673
b0694	8.872323759	10.35603733	9.126664474
b0695	10.2830335	12.36376884	10.5799903
b0696	8.165676664	12.69540536	9.01948602
b0697	8.212878171	12.36248655	8.934360148
b0698	5.418882506	11.17093244	6.66649185
b0699	10.52037257	9.521154537	10.06577203
b0700	7.324879078	7.413517424	7.792227495
b0701	9.163111412	9.863923862	9.415936592
