,REF,NOX,ATP
b4070,1.0984820084155353,0.50474892393806847,0.77491490032605548
b1590,0.67423992868232607,0.85198200793237644,1.1378275063443442
b3634,0.45872986313054259,0.24280194367386468,0.87020833667933073
b2719,0.81618426793787435,0.62350860455021573,1.2050329644392956
b2425,0.14618688466298607,0.080303184692640445,0.69536661577876369
b1092,0.49631691321480781,0.26929820062548965,0.56218232128557621
b2871,2.1275792624824192,0.76468164956451379,2.6649891907416103
b3653,0.63177235814268451,0.53263166936118389,0.95516456299874231
b2690,0.034976110499549476,0.15637859140705573,0.24598320606966387
b4014,0.55421055513937278,0.28861700288228731,0.54168961740027688
b2789,2.3552692710547998,0.86032352203251283,2.6887532244677543
b2675,0.38789796731273624,0.080593161951728984,0.43801081295505678
b3571,0.1241120156625776,0.033141875751530998,0.12754191941873552
b4374,0.13478149976930898,0.024199700510040882,0.1217998394035272
b3919,0.51581049744104124,0.26766722922494812,0.4755856733872284
b0116,0.41214318879540268,0.30309143614318024,0.13540233959566914
b0516,0.94765166069343076,0.74704775124884304,1.0248258338075729
b4233,0.22579903913751462,0.28404530005424061,0.12424640718348415
b0049,0.083279696486601246,0.11110843617938659,0.38656332885363165
b2721,1.8001337861133182,0.79351608460271184,2.0223488396326004
b3061,2.4799174483503994,0.81776875368448243,3.0420965070269652
b0632,0.37628027654468316,0.36418989587818784,0.32755586104853829
b0732,0.85396347210890355,0.47812874202308647,0.8523109172624096
b3790,0.19336507995002797,0.25366247773359063,0.1582890592395893
b0910,0.46018650389005283,0.39067145189484265,0.76410326749678004
b2028,0.17133002329202274,0.34114764650847618,0.55252318603184758
b1876,0.53120183816656619,0.45374684536937976,0.48733960820164346
b0073,1.2347753766548881,0.62333804803451476,1.2805572142405677
b2153,0.27125945273069196,0.13801708132704005,0.5399695720182548
b3893,0.51820800083085528,0.58605204725799176,0.4644585706049234
b4094,1.5130329602620003,0.87513166557348776,1.8626016961928835
b1519,0.33259631964596803,0.37979335028085359,0.43013383120535242
b3028,0.24494854788245338,0.078875280830128097,0.1077167768148426
b0469,0.53340512053935252,0.38979879592634359,0.4257582470543641
b2414,0.097538472577240271,0.087099419760547109,0.26313032365349664
b1483,1.0695484109898097,0.601962002072708,1.4235205996706854
b3962,0.28002965610330971,0.29502903433143529,0.064362103258204031
b0365,1.648221834846658,0.7337485713870765,2.0622185969175444
b2465,0.96301781658926977,0.40254078528904702,0.28213995895717686
b3770,0.36606383637418105,0.66433823164140848,0.16940844913434702
b2552,1.2080565716583365,0.65468348731734516,1.2316850481633328
b0474,0.43187383589578182,0.56213438228971546,1.0972945119770783
b0351,1.4866201978317084,0.52523775656938365,1.6665334802173477
b0150,0.65487534308202533,0.28633416621892605,0.68736245302235432
b0996,2.4436882081328486,1.3679878278646982,2.3736447328188093
b2094,0.24777780644212213,0.2031070949155751,0.028282635473775301
b0871,0.32265553399985131,0.4330743099838027,0.2782768635135221
b2149,0.21329461724493071,0.41362578129617988,0.096397580227343294
b2114,0.56516963287888233,0.44658658408883567,0.34413040130997419
b4196,1.4995083941005285,0.88267709962168672,1.590725314430069
b3729,0.76502967761000151,0.69915685166764119,0.32643016149180665
b0778,0.4215898163633261,0.47810212969668908,0.51421537959370367
b1897,0.48347900317962922,0.12928776788148583,0.54568475959051022
b0723,0.43129220100004045,0.43447038142547961,0.29169815931624515
b0124,0.066891638423891397,0.37280734993396647,0.344803337520659
b2678,0.37331825259131202,0.25685588740634524,0.66383116723894042
b2020,0.69753490560294451,0.51131115977953945,0.57535510957395941
b1993,0.045054339100482857,0.092860163018874592,0.18063891287495096
b2920,1.6399270655835085,0.89002337694115063,1.83262886390235
b0588,1.4453606178511054,0.65007953513437078,1.9126732942731925
b2662,0.6428775700888083,0.31886987692866015,0.41072550212817593
b3781,0.12221781070338995,0.14885555976625897,0.42533032634973811
b2154,0.47538992052037454,0.12512933240542271,0.12077816118786451
b3846,0.38001854733553303,0.23502562520255307,0.15825919967633895
b0261,0.28989015257706635,0.29869008766812954,0.52980605818562976
b3583,2.0110190030773381,0.8468238150574996,1.9314108824968679
b2156,0.64113347532073617,0.34754475957228353,0.77603137567408675
b3835,0.029298761591837676,0.091249346885014876,0.18663441067937453
b2038,0.45949760552519375,0.72875784929400866,0.96372954178846426
b2257,0.65728305798553532,0.72678478340452846,1.1222042138674577
b1227,1.8453722290855286,0.76846994431797189,2.056446975149659
b0604,0.20984548036900741,0.30254354153442159,0.13854670448716994
b0451,0.22220353754636052,0.32237946070418977,0.89646257890680114
b4230,0.90131074760249541,0.67320995433214359,1.1109328689641538
b0864,0.58970418090247456,0.23649471170508868,0.37241896200022362
b1101,0.42478508883042271,0.38923678911288878,0.5370006647993294
b0152,1.2660152888435823,0.85033706756962957,1.4278562356094007
b2222,2.2456509865871479,0.86030039768059174,2.458990777663101
b0037,1.4789114125020595,0.7914648945356908,1.4869464023279155
b0679,0.10848744529870936,0.62142591760196508,0.54337777928352915
b3052,0.083568998683363468,0.31593131999287749,0.767041560903158
b2095,0.41393523429066725,0.18841709782376639,0.14756090923943602
b3945,0.53986920426839469,0.7508813014767266,1.0682357274639669
b2400,0.45864086423497064,0.25498783618396226,0.50818202446260174
b4129,0.15786352502522533,0.19039225229807258,0.33597522152503451
b1442,0.37517155885949727,0.31000764657756696,0.36736330189593974
b3454,0.70161765035406376,1.05895105757623,0.1255612391263024
b2423,0.71388935243171525,0.5161982685143307,0.74339877529318998
b1851,0.27421122323530311,0.15162695160765066,0.34407222753349387
b0171,0.50736284682732324,0.37672040594604117,0.30241347146857944
b0642,0.45541248695804032,0.3556567632654386,0.50862272020416766
b2232,0.37735165539042204,0.28149664009215591,0.057606666941003491
b0863,1.1111151152235264,0.30411283337798439,0.81819504644547325
b0839,0.44329875163221533,0.15788389229925251,0.20299283649024358
b1487,0.81902659262741351,0.28140831496067081,0.94960976360997151
b1208,0.57578906589282519,0.32169035992035361,0.21510735684591839
b1818,0.73632286364229038,0.52230241920977061,0.36993474287461864
b0830,0.53653568038710275,0.46424236638277266,0.4693099618365022
b0333,1.3073849075590387,0.71281647673203519,1.4182361677023725
