,O2_0.0,O2_0.5,O2_1.0,O2_2.8,O2_20.9
YDR085C,0.294227208,0.130930764,0.066989726,0.127018582,0.229309115
YDR086C,0.105551117,0.150523191,0.129885313,0.241532426,0.151965941
YDR087C,0.096488735,0.409294428,0.109048302,0.455902675,0.573548714
YDR088C,0.167876126,0.157615731,0.136924171,0.183102148,0.115123088
YDR089W,0.017443308,0.163890487,0.0685129,0.108887876,0.259883795
YDR090C,0.23510275,0.086919811,0.077257774,0.107765831,0.162382558
YDR091C,0.217401728,0.26209249,0.102845858,0.318945733,0.316350273
YDR092W,0.101442534,0.09746322,0.131972888,0.242135587,0.073826745
YDR093W,0.167451822,0.052571769,0.216350031,0.02239511,0.35577302
YDR096W,0.410664862,0.07202378,0.114589098,0.293063471,0.157413683
YDR097C,0.203575674,0.159189674,0.118194693,0.213116897,0.036155993
YDR098C,0.045113541,0.176773202,0.04030669,0.04655029,0.307908721
YDR099W,0.080660888,0.128919952,0.10551502,0.221316532,0.211134483
YDR100W,0.191264121,0.152981065,0.127635383,0.490167291,0.342365575
YDR101C,0.11379835,0.439981889,0.118705735,0.565878915,0.810447011
YDR103W,0.105032244,0.043293382,0.043992505,0.150283414,0.223786041
YDR104C,0.15508006,0.088334525,0.039506713,0.085851058,0.175092466
YDR105C,0.047280133,0.070464725,0.068477639,0.15776049,0.150881883
YDR106W,0.12009266,0.116506718,0.094888666,0.252643725,0.034561229
YDR107C,0.132964243,0.200017034,0.085714518,0.210499043,0.296770982
YDR108W,0.121129993,0.104303037,0.093149653,0.183085252,0.215385647
YDR109C,0.070460713,0.148311013,0.09018487,0.146343368,0.185234242
YDR110W,0.143285111,0.067962895,0.10180573,0.440211537,0.496362354
YDR111C,0.101995596,0.158108284,0.166884032,0.216993559,0.32053176
YDR113C,0.11264951,0.133872179,0.098537015,0.120564607,0.338642279
YDR115W,0.118836282,0.075730435,0.058287444,0.230813967,0.236285409
YDR116C,0.069857761,0.118667745,0.037273822,0.035688333,0.101722276
YDR117C,0.060374926,0.133311974,0.103994343,0.084848145,0.144249478
YDR118W,0.084694244,0.21066657,0.096717891,0.116917879,0.107387552
YDR119W,0.073663263,0.183675163,0.134172475,0.152047245,0.191691963
YDR120C,0.106894888,0.184904618,0.078955898,0.387745673,0.422712455
YDR121W,0.02950491,0.086150285,0.083668648,0.159954337,0.076227971
YDR122W,0.102212107,0.258040624,0.095392555,0.205533761,0.074944105
YDR123C,0.183334393,0.105106953,0.166422527,0.49214506,0.342892282
YDR124W,0.064395274,0.28371643,0.143571675,0.193995806,0.184061882
YDR125C,0.104709551,0.264995838,0.123393653,0.078278911,0.210434465
YDR126W,0.112335317,0.18547941,0.121944909,0.116924468,0.097408122
YDR127W,0.145679741,0.033949537,0.04078152,0.113329755,0.206328539
YDR128W,0.146974756,0.053352969,0.046965857,0.043612453,0.072360115
YDR129C,0.088710869,0.093292506,0.040722769,0.061172852,0.143691064
YDR130C,0.102493091,0.146690834,0.135218013,0.083177185,0.117152998
YDR131C,0.167589415,0.086063765,0.106324857,0.073149394,0.278315103
YDR132C,0.076123428,0.081744719,0.050942963,0.265860116,0.208815547
YDR135C,0.127450137,0.052733377,0.077583199,0.053478426,0.120138421
YDR137W,0.162485961,0.075631067,0.077376227,0.180276776,0.214225952
YDR138W,0.121744348,0.158607178,0.075669138,0.138241712,0.186682237
YDR139C,0.203515305,0.077410036,0.085300345,0.418698876,0.262760717
YDR140W,0.192479467,0.067091304,0.099778109,0.06738408,0.237240737
YDR141C,0.259746129,0.032739632,0.095943693,0.151520285,0.107283344
YDR142C,0.147501579,0.081060433,0.081182035,0.175562835,0.16829518
YDR143C,0.182070713,0.088064704,0.112339462,0.100529631,0.102029552
YDR144C,0.194275704,0.130887024,0.194303178,0.254470942,0.440614583
YDR145W,0.147660441,0.072956187,0.084072763,0.154468263,0.27790759
YDR146C,0.308524165,0.182274167,0.139406749,0.163629053,0.179159843
YDR147W,0.105997808,0.133717178,0.078545151,0.157242102,0.130727534
YDR148C,0.147378536,0.055736462,0.047021595,0.168723789,0.224134304
YDR150W,0.163593447,0.065863219,0.062456235,0.050235213,0.056257003
YDR151C,0.309435042,0.128509007,0.151714416,0.116785153,0.386647561
YDR152W,0.093545972,0.190044405,0.044636246,0.251452568,0.200232779
YDR153C,0.136294678,0.138921795,0.090597939,0.287266827,0.099523556
YDR155C,0.0961886,0.08270414,0.086509515,0.283101486,0.062302646
YDR156W,0.12337543,0.123767454,0.103620534,0.1695253,0.243802743
YDR158W,0.119310192,0.085303359,0.077528476,0.09038397,0.456946701
YDR159W,0.051214445,0.084091842,0.100286062,0.055356805,0.220236514
YDR160W,0.032986948,0.058463851,0.104286399,0.116765393,0.137161718
YDR161W,0.048353238,0.242651907,0.097441421,0.372176441,0.331512978
YDR162C,0.069941729,0.102924506,0.153454654,0.036851855,0.205392149
YDR163W,0.055657255,0.117315442,0.121982419,0.067322731,0.178486874
YDR164C,0.077058008,0.144169862,0.107065318,0.122880948,0.166122921
YDR165W,0.100068223,0.42865746,0.161064557,0.621797148,0.82155806
YDR166C,0.122229186,0.084451502,0.146621596,0.161694151,0.278097867
YDR167W,0.098639581,0.015899886,0.041509611,0.137129389,0.153317352
YDR168W,0.12493588,0.052733693,0.02531432,0.120857541,0.202657598
YDR169C,0.166236288,0.108208429,0.169114787,0.122480466,0.054866666
YDR169C-A,0.063966838,0.112521698,0.034406913,0.086985766,0.116501522
YDR170C,0.127071969,0.046177732,0.112275883,0.075251828,0.185297973
YDR171W,0.294488041,0.447804019,0.208541888,0.847582292,0.299041364
YDR172W,0.133691633,0.17047876,0.041464823,0.264840788,0.133828293
YDR173C,0.030914025,0.034034886,0.133075581,0.417206604,0.29131387
YDR174W,0.151855377,0.14419735,0.089434363,0.077761065,0.132592592
YDR175C,0.035210001,0.048586448,0.130292692,0.076551725,0.156581546
YDR176W,0.173103503,0.043785844,0.101971638,0.080345651,0.096386192
YDR177W,0.11622481,0.058326335,0.066224433,0.036727643,0.066097659
YDR178W,0.037140799,0.089590694,0.073014019,0.061555039,0.223447649
YDR179C,0.184148602,0.237455697,0.297313835,0.191613692,0.176156916
YDR179W-A,0.156756021,0.130981249,0.048342583,0.135567268,0.092903886
YDR180W,0.117162988,0.212290769,0.111461629,0.144525159,0.06928435
YDR181C,0.145967845,0.147863658,0.081936108,0.127152087,0.147043279
YDR182W,0.13938605,0.035749584,0.120685498,0.092545421,0.162135392
YDR182W-A,0.110102047,0.109252953,0.10762756,0.191732488,0.277606559
YDR183W,0.081653758,0.194031889,0.128139956,0.109389047,0.094190344
YDR184C,0.19198151,0.419183877,0.11663291,0.842212304,0.790521903
YDR185C,0.200502699,0.202872714,0.154982062,0.327339368,0.174107252
YDR186C,0.124174643,0.145193173,0.109984163,0.099932817,0.206857443
YDR188W,0.104741627,0.059555421,0.0458116,0.104169683,0.098284087
YDR189W,0.195716599,0.088178599,0.065491545,0.119316782,0.154012234
YDR190C,0.061394362,0.201247636,0.078979365,0.234857866,0.058180639
YDR191W,0.154361141,0.086781723,0.117646615,0.12568299,0.254818425
YDR192C,0.057615711,0.137373991,0.177017225,0.087627407,0.099310459
YDR194C,0.240159962,0.114067049,0.143930516,0.316129934,0.186825415
YDR194W-A,0.07216655,0.112750911,0.076535894,0.087363257,0.18241438
YDR195W,0.191747273,0.050307999,0.045768283,0.050086506,0.090715928
YDR196C,0.069503703,0.058296454,0.086223147,0.184503746,0.395740763
YDR197W,0.048755404,0.057543082,0.046626978,0.075517218,0.112545242
YDR198C,0.133133292,0.337081286,0.104266339,0.316174404,0.072832021
YDR200C,0.169649355,0.050737977,0.106326569,0.090330987,0.25105659
YDR201W,0.086739177,0.036488781,0.062631595,0.262369285,0.212941299
YDR202C,0.081051289,0.09473939,0.069957864,0.151961539,0.209571161
YDR204W,0.087379851,0.208383558,0.059087927,0.262192207,0.239373786
YDR205W,0.136802419,0.111191873,0.100719664,0.109291897,0.159879812
YDR206W,0.172214183,0.0496925,0.096878874,0.171970119,0.110316142
YDR207C,0.174241831,0.062928643,0.031307828,0.133307125,0.082043944
YDR208W,0.126263324,0.042551797,0.078602715,0.080273985,0.093256344
YDR210W,0.188656045,0.109825781,0.120087978,0.386357246,0.095990002
YDR211W,0.102272541,0.160985355,0.096605525,0.235820363,0.213667157
YDR212W,0.12406508,0.171284708,0.094796199,0.070817895,0.081772965
YDR213W,0.112126068,0.21147568,0.163057885,0.259665058,0.52537022
YDR214W,0.194486047,0.138867381,0.114534584,0.308264939,0.126848409
YDR216W,0.19767389,0.107771747,0.116998258,0.189542585,0.233433172
YDR217C,0.131876088,0.376281746,0.243176401,0.257285574,0.142158486
YDR218C,0.176681712,0.109515325,0.119163225,0.115276391,0.119032997
YDR219C,0.144163844,0.095881586,0.098508444,0.163510377,0.146981909
YDR221W,0.144386132,0.085076669,0.110383107,0.199546552,0.252876144
YDR222W,0.090732518,0.261576804,0.104136862,0.063168962,0.672810099
YDR223W,0.189225221,0.227480269,0.155374931,0.129975753,0.450383097
YDR224C,0.198137464,0.122353896,0.080761373,0.105163066,0.131933408
YDR225W,0.065873212,0.0570431,0.064401215,0.08495932,0.139469008
YDR226W,0.04131711,0.055083591,0.050039919,0.090443812,0.215419249
YDR227W,0.099675698,0.044349788,0.085903438,0.062292893,0.21839294
YDR228C,0.104878643,0.112592937,0.05370925,0.106794773,0.110582926
YDR229W,0.102060823,0.128366199,0.150168569,0.149839363,0.079887226
YDR231C,0.034911243,0.076688894,0.077533884,0.102813822,0.085900885
YDR232W,0.261790402,0.055112361,0.08740334,0.42514848,0.17397634
YDR233C,0.084860558,0.087895864,0.093553887,0.072717854,0.095467544
YDR234W,0.173592027,0.209941643,0.090299491,0.338959989,0.680399402
YDR235W,0.03974303,0.132162033,0.138240836,0.104994688,0.222416928
YDR236C,0.262418337,0.157405214,0.120895433,0.293108052,0.241203139
YDR237W,0.113246048,0.064141063,0.047556777,0.045009761,0.341589555
YDR238C,0.133377849,0.101694814,0.073031021,0.018554545,0.13319498
YDR239C,0.029823089,0.042811169,0.067578835,0.053211414,0.071457802
YDR240C,0.082210906,0.282096112,0.057866681,0.198590355,0.197067758
YDR242W,0.089487808,0.091899738,0.087271949,0.158141893,0.122819453
YDR243C,0.071837529,0.338078736,0.071975013,0.198944775,0.208630653
YDR244W,0.153529946,0.022518649,0.155330154,0.106943941,0.308641439
YDR245W,0.14062593,0.106047973,0.091250596,0.1743922,0.123714253
YDR246W,0.104855606,0.122934752,0.134814141,0.134562287,0.140964851
YDR246W-A,0.092635428,0.29645582,0.123087312,0.065843032,0.265090929
YDR247W,0.144117792,0.205702735,0.042168879,0.237319187,0.257915933
YDR248C,0.23128645,0.103742664,0.074715109,0.323984371,0.151861581
YDR249C,0.051297759,0.056585634,0.064673389,0.14461322,0.306500214
YDR251W,0.082186611,0.13963585,0.127498612,0.124727878,0.201745717
YDR252W,0.096116046,0.17995569,0.056947879,0.287113919,0.312834604
YDR253C,0.120879544,0.157514988,0.141828565,0.168077553,0.505845556
YDR254W,0.143923854,0.057779254,0.115335518,0.189611765,0.204084604
YDR255C,0.183008504,0.572905603,0.164881723,0.310011835,0.29200329
YDR256C,0.316816276,0.279503697,0.13334121,0.563615605,0.441461472
YDR257C,0.084982272,0.213135039,0.100696992,0.229697377,0.187549041
YDR258C,0.293706357,0.144685961,0.126476698,0.278186449,0.14041039
YDR259C,0.123562198,0.180681249,0.207688783,0.171976909,0.156383881
YDR260C,0.253416596,0.149604068,0.128194353,0.170311941,0.118457746
YDR261C,0.14458123,0.052877133,0.093389781,0.134665352,0.299833318
YDR261C-D,0.890514611,0.144187922,0.123985216,0.044310129,0.417060446
YDR261W-B,0.599146869,0.08496591,0.070897888,0.077160775,0.144366278
YDR262W,0.198174257,0.096488551,0.073214553,0.056268693,0.149064386
YDR263C,0.202380863,0.18775206,0.18701859,0.139266971,0.292018704
YDR264C,0.228321193,0.053011445,0.109035983,0.09701797,0.09854307
YDR265W,0.094691168,0.046185521,0.129341274,0.11686914,0.249190245
YDR266C,0.119786241,0.168370593,0.106207238,0.205994248,0.354512363
YDR267C,0.078435037,0.049269742,0.066110747,0.10578275,0.271930363
YDR268W,0.196611621,0.153927616,0.060673454,0.139875072,0.399454801
YDR270W,0.295610693,0.049828198,0.170708423,0.23854824,0.103479474
YDR272W,0.044413885,0.034688872,0.112190424,0.077310939,0.210294842
YDR273W,0.485568317,0.086959592,0.178680917,0.111744087,0.221026559
YDR275W,0.305589525,0.01426132,0.062004542,0.064965668,0.229198419
YDR276C,0.138224511,0.153017977,0.077613641,0.275942762,0.206136097
YDR277C,0.078852391,0.167834757,0.07340513,0.461475332,0.233044318
YDR279W,0.113313513,0.205321565,0.095341117,0.135364711,0.096832513
YDR280W,0.084418463,0.080940335,0.099198327,0.138084977,0.182304292
YDR281C,0.087747765,0.142482682,0.125180525,0.169840143,0.056052649
YDR282C,0.096177877,0.072857144,0.110659964,0.048757649,0.268207949
YDR283C,0.138936444,0.054549654,0.076062537,0.055285869,0.13885768
YDR284C,0.086235411,0.171473555,0.101685621,0.38405121,0.294321502
YDR285W,0.094012465,0.077135739,0.139217914,0.101159734,0.069447509
YDR286C,0.216583194,0.144862644,0.086233597,0.367531348,0.266761372
YDR287W,0.117653929,0.090016794,0.116334813,0.195759274,0.168350273
YDR288W,0.101794384,0.08834749,0.138311836,0.087207658,0.144258437
YDR289C,0.066760851,0.146188154,0.103409153,0.161166755,0.085268346
YDR291W,0.178200699,0.112419496,0.07560967,0.117926826,0.155189592
YDR292C,0.115948009,0.056475305,0.046573844,0.157340121,0.149147475
YDR293C,0.123513236,0.194123793,0.070817891,0.199979967,0.157389375
YDR294C,0.066600067,0.045451711,0.061790359,0.090377929,0.145724467
YDR295C,0.071945369,0.104337042,0.109815162,0.120775301,0.124852067
YDR296W,0.124402719,0.174102746,0.049428367,0.105037695,0.231730761
YDR297W,0.110079552,0.188428612,0.108664982,0.160907495,0.195290299
YDR298C,0.164569344,0.032888086,0.048022645,0.167458017,0.312434042
YDR299W,0.050023404,0.461323865,0.148296402,0.579682329,0.957991019
YDR300C,0.085343599,0.174183077,0.046874533,0.253290868,0.194381241
YDR301W,0.143134237,0.123113445,0.143833938,0.093764802,0.123197446
YDR302W,0.105274322,0.068147909,0.035200166,0.134929612,0.282394821
YDR303C,0.177779862,0.195678672,0.130692288,0.11188199,0.174330983
YDR304C,0.038765343,0.092267052,0.039567517,0.134475195,0.229657699
YDR305C,0.029975342,0.103843292,0.088826649,0.215971125,0.138599921
YDR306C,0.084786655,0.046652385,0.066849812,0.067049539,0.304067195
YDR307W,0.089195524,0.047584621,0.09008542,0.154724693,0.23988922
YDR308C,0.134479805,0.051715535,0.063032716,0.130976912,0.272573248
YDR309C,0.074708096,0.286554829,0.07939982,0.399225212,1.006931514
YDR310C,0.125883872,0.077157685,0.045601243,0.161498073,0.097761127
YDR311W,0.060763155,0.063393205,0.053447067,0.179613681,0.127040628
YDR312W,0.108766758,0.26551273,0.080009422,0.249234053,0.27961244
YDR313C,0.089416175,0.190813598,0.171062065,0.275011712,0.191944268
YDR314C,0.140222367,0.365257011,0.098669816,0.33111948,0.187413839
YDR315C,0.066871549,0.022724284,0.155701179,0.235024234,0.416392603
YDR316W,0.070529085,0.122695337,0.082280197,0.101748451,0.245405797
YDR316W-B,0.357699301,0.069673542,0.073317159,0.090493865,0.136463315
YDR317W,0.057490514,0.089205264,0.163619832,0.158046049,0.067155433
YDR318W,0.104138208,0.130805062,0.128840748,0.106110765,0.15705783
YDR319C,0.146112322,0.051459235,0.068585221,0.237284688,0.251979327
YDR320C,0.081275035,0.054118058,0.116693251,0.147455642,0.084723677
YDR320C-A,0.178188271,0.133235696,0.13457352,0.356753774,0.229544828
YDR321W,0.058521975,0.202891967,0.084873775,0.244046007,0.346455745
YDR322C-A,0.101992555,0.079246117,0.067452632,0.108620649,0.244842088
YDR322W,0.094803713,0.103904611,0.058532681,0.099643007,0.305022169
YDR323C,0.084902596,0.091259279,0.087047295,0.039427836,0.181285717
YDR324C,0.19348559,0.625737267,0.270616907,0.503004531,0.557852054
YDR325W,0.126459065,0.204733885,0.176243374,0.22838408,0.213337691
YDR326C,0.076775274,0.034011995,0.071039629,0.030147279,0.131161553
YDR328C,0.050099126,0.121856609,0.063244077,0.101686211,0.149638438
YDR329C,0.04325596,0.119267644,0.111059707,0.053164681,0.158894395
YDR330W,0.101353172,0.229575663,0.135549823,0.207860146,0.200273136
YDR331W,0.150254808,0.168644152,0.143211832,0.219394736,0.127781763
YDR332W,0.145085668,0.145460617,0.078811794,0.280949942,0.287042823
YDR333C,0.05897576,0.102841214,0.109919469,0.039389563,0.016185294
YDR334W,0.045471493,0.094624895,0.061183536,0.191030303,0.073950406
YDR335W,0.180251068,0.029250304,0.088206523,0.026419984,0.080825488
YDR336W,0.148928868,0.091640889,0.125483768,0.053232864,0.185847459
YDR337W,0.143688917,0.083245592,0.060581275,0.035952455,0.164856562
YDR338C,0.076306137,0.08047577,0.086034413,0.121785492,0.255875652
YDR339C,0.152341583,0.251050061,0.068865187,0.159918515,0.190123333
YDR341C,0.087701281,0.151202409,0.055842154,0.208550942,0.283906573
YDR342C,0.08655881,0.066406798,0.121228963,0.055161226,0.192334589
YDR345C,0.066437806,0.145340726,0.138628169,0.199822738,0.189555487
YDR346C,0.094136078,0.168682227,0.08957254,0.147235696,0.192096499
YDR347W,0.081028311,0.070063183,0.058755923,0.073728932,0.294546623
YDR348C,0.117394954,0.059258782,0.063053851,0.240390738,0.211443697
YDR349C,0.087066358,0.075173701,0.054179157,0.10656301,0.216592482
YDR350C,0.075723962,0.100616186,0.122427849,0.136126773,0.156479564
YDR351W,0.025084886,0.167962267,0.141121365,0.147665978,0.160283354
YDR352W,0.075690457,0.051369255,0.058833697,0.10258356,0.136647406
YDR353W,0.040986769,0.036687527,0.075075643,0.163534918,0.34719929
YDR354W,0.161586376,0.180809657,0.07169548,0.121430414,0.415975519
YDR356W,0.037832833,0.031593851,0.080676038,0.169356295,0.061968393
YDR357C,0.072904427,0.026683934,0.197054279,0.402507278,0.49549804
YDR358W,0.157334667,0.188205757,0.127906776,0.184842314,0.401584755
YDR359C,0.124654397,0.327894164,0.151664582,0.233304476,0.110738666
YDR361C,0.179919644,0.236168419,0.134604436,0.260187437,0.408057531
YDR362C,0.067416767,0.097055113,0.104455424,0.10434208,0.151187659
YDR363W,0.10820367,0.128527605,0.087083545,0.237894183,0.110028687
YDR363W-A,0.080075838,0.087596554,0.163284291,0.365876903,0.132782247
YDR364C,0.074855042,0.103456321,0.075957736,0.212914442,0.040032317
YDR365C,0.177108525,0.247502105,0.082084042,0.266548846,0.220978196
YDR366C,0.177218505,0.277428015,0.258090933,0.350910954,0.120549507
YDR367W,0.194536024,0.10356508,0.07720967,0.452759323,0.392810518
YDR368W,0.089079628,0.063426804,0.052797682,0.464870285,0.308422423
YDR369C,0.056735798,0.092836655,0.051659457,0.173699472,0.234066331
YDR370C,0.152078895,0.038135958,0.096502942,0.152268036,0.152152438
YDR371W,0.127497985,0.066406261,0.064080375,0.072524851,0.141572633
YDR372C,0.080472097,0.14562454,0.07357454,0.050810252,0.154593202
YDR373W,0.114559452,0.075549093,0.093542516,0.231027628,0.206095162
YDR374C,0.095632443,0.080352226,0.10570149,0.11000722,0.242593229
YDR375C,0.048979223,0.041123221,0.132715684,0.102243252,0.225012861
YDR376W,0.102015627,0.106457324,0.106743987,0.096210838,0.299772958
YDR377W,0.090669638,0.066243988,0.114116148,0.370279245,0.469214538
YDR378C,0.140126768,0.103469394,0.092090076,0.423010202,0.227891229
YDR379C-A,0.298972809,0.196806165,0.143209044,0.677161141,0.341549357
YDR379W,0.098757203,0.042242972,0.052390007,0.027878684,0.168050419
YDR380W,0.136874883,0.14261053,0.202566894,0.401288897,1.437360234
YDR381C-A,0.242172514,0.068920054,0.13998782,0.260131055,0.258285913
YDR381W,0.110802955,0.048085201,0.055511898,0.145741757,0.130064514
YDR382W,0.131295435,0.148843046,0.044892278,0.094451005,0.239678448
YDR383C,0.172084509,0.107707338,0.117941922,0.179856323,0.153647705
YDR384C,0.133638381,0.069720011,0.096347758,0.210579063,0.236414458
YDR385W,0.128919602,0.08090514,0.062910431,0.12147067,0.198197382
YDR386W,0.110568474,0.045811998,0.058554126,0.100069972,0.119009873
YDR387C,0.095321438,0.132430494,0.055207719,0.177936039,0.260660583
YDR388W,0.105166981,0.189662258,0.088730634,0.033485913,0.060991068
YDR389W,0.157085075,0.109320036,0.068645967,0.212130763,0.083154583
YDR390C,0.131469631,0.090179613,0.083011409,0.09446205,0.131632784
YDR391C,0.182288158,0.111379243,0.10308943,0.199262802,0.165833475
YDR392W,0.051908422,0.038467012,0.060686552,0.117944004,0.083324087
YDR393W,0.098547405,0.104459808,0.159793126,0.247432195,0.332788065
YDR394W,0.114642037,0.085781642,0.03086472,0.054927675,0.107409176
YDR395W,0.114715575,0.2893666,0.133333366,0.339923604,0.491066362
YDR397C,0.103264647,0.041301314,0.043013521,0.042389763,0.104353681
YDR398W,0.089900303,0.321417249,0.145007388,0.596742411,0.947844913
YDR399W,0.09772075,0.172156951,0.093577633,0.171884221,0.351224902
YDR400W,0.055296957,0.068761337,0.050193074,0.150223761,0.23686651
YDR402C,0.037353129,0.100239119,0.043255201,0.028511565,0.100357265
YDR403W,0.230631148,0.093939134,0.108830432,0.090325537,0.273605199
YDR404C,0.154147474,0.082664201,0.104967816,0.067379309,0.196223927
YDR405W,0.128578546,0.080792303,0.09958674,0.134095074,0.070728913
YDR406W,0.215938307,0.23286417,0.122354698,0.241000823,0.19685555
YDR407C,0.096503447,0.11411616,0.089961255,0.137131758,0.116298076
YDR408C,0.122938725,0.023809155,0.112624628,0.197721567,0.262924808
YDR409W,0.133784167,0.18518711,0.145226667,0.049342109,0.129382251
YDR410C,0.158331071,0.127101626,0.06036188,0.140988856,0.31288635
YDR411C,0.078982178,0.099763786,0.091860149,0.133952836,0.164869376
YDR412W,0.093212129,0.123798441,0.120768848,0.364244124,0.393531068
YDR414C,0.069413427,0.065175725,0.107721536,0.026447012,0.279287616
YDR415C,0.035743062,0.031382396,0.065421264,0.087384013,0.172548161
YDR416W,0.126515973,0.048146827,0.148083056,0.264656642,0.072477933
YDR418W,0.066615121,0.128899847,0.055594573,0.103758065,0.081084224
YDR419W,0.161217799,0.080978456,0.086240995,0.071711905,0.08545889
YDR420W,0.182681294,0.141355384,0.055289846,0.197626935,0.081143526
YDR421W,0.181343509,0.068035882,0.075004995,0.191078061,0.064574193
YDR422C,0.108120442,0.230570951,0.082927527,0.071162793,0.259813441
YDR423C,0.144587322,0.110812044,0.068917535,0.109362619,0.155543292
YDR424C,0.191270157,0.113532624,0.098149101,0.412722659,0.310619414
YDR425W,0.062424932,0.082251245,0.139934597,0.13772555,0.429534758
YDR427W,0.141447286,0.161992563,0.079596331,0.111662789,0.136410687
YDR428C,0.212002975,0.122497528,0.088775475,0.061891549,0.346853337
YDR429C,0.037189313,0.127782644,0.040318061,0.270643422,0.330180599
YDR430C,0.103166857,0.084253457,0.088463342,0.150493728,0.251980989
YDR432W,0.106872543,0.062541495,0.103136592,0.228542465,0.168832325
YDR434W,0.088307725,0.061125923,0.050594177,0.157893598,0.125255184
YDR435C,0.061846427,0.13280397,0.088544868,0.199595182,0.20779333
YDR436W,0.098592208,0.220834892,0.139014549,0.122553472,0.201025931
YDR437W,0.125616096,0.144914569,0.1494218,0.269799114,0.310643073
YDR438W,0.08240914,0.126388815,0.102348714,0.118913088,0.204645075
YDR439W,0.086169741,0.052076704,0.094942409,0.098251241,0.192038666
YDR440W,0.09719786,0.12907099,0.039117921,0.131897489,0.199160861
YDR441C,0.098334389,0.165294236,0.115786508,0.15144235,0.149336599
YDR443C,0.158683103,0.097486309,0.073998682,0.178637564,0.191689027
YDR444W,0.081844455,0.052475776,0.091287645,0.085250165,0.367572746
YDR446W,0.096806113,0.088936959,0.096416792,0.052505374,0.121768328
YDR447C,0.151481396,0.166287834,0.140305926,0.273221424,0.062508735
YDR448W,0.1634825,0.239511407,0.061204416,0.199104574,0.164559825
YDR449C,0.047837737,0.34850164,0.15720559,0.578572331,0.494502931
YDR450W,0.055521266,0.132781017,0.079252884,0.077663773,0.099036053
YDR451C,0.03830968,0.154105915,0.101889519,0.216738726,0.444394135
YDR452W,0.051581193,0.179470699,0.145138267,0.148569567,0.096527857
YDR453C,0.918711035,0.164440116,0.05592289,0.357888729,0.906871315
YDR454C,0.028097271,0.048133811,0.06442727,0.1012142,0.352741084
YDR456W,0.138635405,0.113147636,0.052876747,0.241515551,0.162148634
YDR457W,0.134305902,0.096613043,0.146157033,0.05726631,0.137027434
YDR458C,0.046534119,0.090742574,0.238033682,0.141641817,0.201706564
YDR459C,0.10769795,0.03561663,0.076962216,0.186746322,0.041270069
YDR460W,0.094924582,0.099668606,0.097250352,0.172972571,0.138475124
YDR461W,0.363993144,0.186329104,0.185820621,0.159745552,0.423555438
YDR462W,0.101836885,0.077676506,0.140127486,0.093272181,0.194306178
YDR463W,0.222404734,0.124190096,0.076228739,0.296075339,0.227814439
YDR464W,0.14401463,0.088298759,0.042281072,0.113543589,0.077923846
YDR465C,0.082397473,0.361297171,0.096189262,0.439039285,0.981798179
YDR466W,0.084906209,0.139989883,0.040363714,0.040074183,0.112819957
YDR468C,0.115048956,0.240519793,0.154049412,0.143771246,0.203812214
YDR469W,0.193203522,0.075513972,0.067482166,0.040400207,0.20760782
YDR470C,0.075807726,0.109363107,0.091865234,0.220089313,0.152450449
YDR471W,0.152722517,0.220751514,0.125305715,0.159127625,0.164590782
YDR472W,0.140505493,0.042407825,0.096392885,0.150272273,0.220025602
YDR473C,0.106827366,0.15577497,0.138450078,0.168253954,0.176646617
YDR475C,0.052879929,0.230944887,0.14064441,0.119981528,0.147320335
YDR476C,0.123120037,0.17533033,0.116984395,0.187699421,0.097792554
YDR477W,0.129804638,0.089512465,0.07471527,0.078202975,0.225678172
YDR478W,0.090601909,0.239775751,0.091526638,0.19566,0.162068834
YDR479C,0.085823502,0.113625627,0.068779364,0.168932059,0.217944377
YDR480W,0.08660399,0.18021667,0.132228146,0.135082451,0.215658045
YDR481C,0.053997053,0.099883678,0.121816544,0.099131389,0.147793698
YDR482C,0.119366399,0.129257587,0.143070606,0.177735977,0.389657711
YDR483W,0.145325001,0.112834225,0.059515279,0.121419594,0.1912336
YDR484W,0.105923751,0.150171146,0.118321194,0.068160128,0.068040132
YDR485C,0.102251227,0.106313437,0.037361697,0.086269864,0.087871763
YDR486C,0.163131768,0.157995641,0.050528974,0.097171221,0.116992188
YDR487C,0.087219125,0.09987177,0.060846069,0.170127152,0.025127597
YDR488C,0.135773084,0.089494933,0.136521701,0.122242816,0.245841574
YDR489W,0.212493189,0.117860623,0.094344773,0.121557053,0.261814588
YDR490C,0.145277308,0.28237927,0.126265348,0.230496854,0.150221718
YDR492W,0.062125986,0.396557099,0.125095864,0.124529515,0.319776559
YDR493W,0.134913195,0.075230386,0.061979789,0.134513827,0.251943514
YDR494W,0.115455911,0.106471767,0.071686226,0.20383548,0.199242365
YDR495C,0.111902349,0.19474379,0.209685907,0.124867304,0.119370504
YDR496C,0.037018603,0.445332183,0.133389427,0.661841629,0.535878954
YDR497C,0.147110893,0.025676106,0.073756915,0.097409755,0.177697536
YDR498C,0.02886485,0.173188144,0.155868261,0.191482592,0.235901948
YDR499W,0.077149259,0.062201487,0.099702471,0.050739333,0.085101262
YDR500C,0.10405015,0.120975166,0.060011344,0.117204747,0.22030179
YDR501W,0.131739065,0.087996422,0.147984135,0.078559228,0.373287565
YDR502C,0.061501789,0.091576493,0.017702556,0.085715988,0.406691172
YDR503C,0.11624164,0.063828675,0.085576388,0.204753771,0.26461338
