,REF,WT_0.1h-1,WT_0.4h-1,WT_0.5h-1,WT_0.7h-1,galM,glk,pgm,pgi,pfkA,pfkB,fbp,fbaB,gapC,gpmA,gpmB,pykA,pykF,ppsA,zwf,pgl,gnd,rpe,rpiA,rpiB,tktA,tktB,talA,talB
b0755,23.26530612,26.12244898,25.30612245,27.75510204,27.95918367,10.75510204,20.81632653,16.12244898,15.02040816,13.08163265,15.20408163,37.14285714,37.75510204,34.28571429,0.571428571,30.20408163,10.65306122,11.83673469,12.06122449,32.04081633,29.59183673,25.91836735,29.79591837,30.20408163,36.73469388,35.10204082,29.59183673,30.6122449,22.04081633
b2779,44.02584602,29.13152995,24.5318147,41.17840324,75.34771657,28.25539371,72.50027379,107.1076552,91.55623699,106.4505531,99.66049721,53.66334465,95.27981601,70.74800131,37.23579017,35.04544957,27.37925747,29.13152995,26.28408718,37.01675611,51.69203811,45.55908444,83.67101084,34.60738145,37.45482423,46.21618662,45.99715256,46.65425474,41.61647136
b1854,4.945771755,2.063983488,2.901259809,4.225324688,2.609186674,2.570243589,11.70239695,8.995852561,5.004186382,6.795568277,8.294877037,6.892925989,7.243413751,6.834511362,3.037560605,3.193332944,0,2.979145978,2.219755827,3.290690656,5.744104991,4.926300212,3.641178418,2.920731351,3.972194638,4.497926281,5.393617228,5.685690364,4.867885585
b1676,13.32571113,12.51749492,6.721993337,15.84892271,23.26085671,5.677226044,25.62636756,18.62839796,14.92243096,19.71259043,12.3597942,6.84026888,10.97991287,0,2.444361214,2.799187841,6.308028938,0.118078417,4.770446884,4.317057305,2.996313746,5.125273512,18.41155946,8.732677561,10.72364919,9.895720397,9.186067141,7.668197678,4.317057305
b1702,3.682735747,1.589752387,1.280951564,0.711385601,1.155143821,1.887116143,5.604163093,6.976611197,6.061645794,4.380396866,7.628524046,2.767770344,3.877165895,6.187453537,2.996511694,3.865728827,1.852804941,1.967175616,0.050894951,3.922914165,3.15663064,3.922914165,1.761308401,2.550466061,2.710585006,4.311774461,2.561903128,4.540515812,3.694172814
b1852,1.369740055,0,0,0,0,0.574465029,2.5671406,2.962085308,1.992675571,1.90291541,1.849059314,2.72870889,3.195461726,3.931495045,1.38948729,1.197400546,0.743214132,0.687562832,0.727057303,0,3.55450237,1.299727129,1.665948585,1.107640385,1.831107281,1.355378429,1.163291685,1.38410168,0.965819331
b0767,4.1864052,2.891924645,0.977745951,0.94194117,0.906136389,2.500826264,3.552935992,4.048694503,4.461826595,9.4194117,6.086812824,4.241489479,5.2330065,4.902500826,2.192354302,1.908670266,2.412691418,2.646799603,2.423708274,2.409937204,0.465462157,2.947008924,2.627520106,2.809298226,2.743197092,3.66310455,3.387683155,3.608020271,3.442767434
b2029,6.56552903,3.807229852,0,11.28571706,13.11163342,1.526776869,8.605116451,17.13253433,15.85050795,17.17138362,13.42242769,6.177036188,9.323828208,7.517336493,8.177774325,7.828130767,1.94246421,1.732678075,1.464618014,6.371282609,6.313008683,0,5.108680873,1.538431654,2.136710631,2.233833842,2.583477399,2.447504905,2.039587421
b3386,4.056365562,1.291032011,0.484646086,1.714588254,1.572045288,1.763460129,4.602101491,5.90535147,3.697971817,7.575140507,4.113382748,1.893785127,5.25372648,6.964242079,5.009367109,3.510629633,2.032255437,1.861203877,1.747169504,4.927913986,1.563899976,2.940457767,0.219108903,2.26439684,2.956748391,2.614645272,3.604300725,3.473975727,2.875295268
b2914,1.344444444,0.826666667,0.48,1.133333333,0.84,0.522222222,2.688888889,1.348888889,1.011111111,1.708888889,2.444444444,2.4,1.386666667,0,0.144444444,0.195555556,0.533333333,0.382222222,0.431111111,0.446666667,2.955555556,0.511111111,1.364444444,0,0.82,0.862222222,0.546666667,0.595555556,0.402222222
b2935,2.703448276,4.220689655,0.827586207,2.317241379,4.04137931,1.124137931,6.213793103,2.255172414,3.337931034,4.324137931,4.303448276,0.924137931,3.268965517,3.144827586,1.089655172,1.965517241,1.15862069,1.44137931,1.006896552,1.234482759,2.206896552,2.068965517,2.744827586,1.889655172,2.489655172,0,1.655172414,2.151724138,1.820689655
b2465,8.967320619,5.311939542,3.737524472,4.504196158,6.256588585,6.201826321,16.428679,64.48256506,53.80392372,44.22052763,24.91682981,10.58280739,14.92271676,5.68158482,12.86913188,10.36375833,7.461358378,8.789343264,6.804211218,12.66377339,5.421464069,9.282203633,8.679818737,8.926248922,9.254822502,13.47151678,0,21.3572827,9.090535712
b2464,7.403460557,2.798732438,4.122381446,5.412378362,9.731063687,4.346728736,8.693457472,10.15171485,10.54432261,8.581283827,7.964328781,16.2651785,16.74191649,20.16321265,7.0108528,4.262598502,4.178468269,4.178468269,4.374772147,6.421941165,14.7788777,8.469110183,14.38626995,9.646933453,8.441066771,8.889761351,6.169550464,0,6.562158221
b0008,4.814285714,3.5,5.214285714,8.914285714,9.342857143,1.785714286,6.671428571,8.128571429,5.871428571,5.471428571,6.9,7.642857143,9.8,8.942857143,3.042857143,3.171428571,1.971428571,2.028571429,2,3.657142857,7.485714286,3.057142857,7,2.928571429,4.3,3.214285714,2.571428571,2.842857143,0.099571429
b1850,14.58445521,11.26368695,5.699156345,13.05869682,10.94956022,5.20552863,26.43152037,34.41931431,30.06641537,24.90576198,28.09190451,20.14898582,22.57224915,27.19439957,16.64871657,15.48196015,4.891401903,6.506910788,5.295279124,16.24483935,19.92460959,25.3096392,66.86411775,8.16729492,11.57781368,12.60994435,19.87973434,19.0719799,19.16173039
b0114,21.27061845,25.4846089,13.44463619,34.0129229,26.38760685,19.06329012,23.47794678,32.40759321,25.68527511,28.29393587,24.58161095,10.1336437,13.14363687,10.43464301,17.056628,16.9562949,13.6453024,16.65529558,17.15696111,14.24730104,9.290845607,24.18027852,16.35429626,18.46129149,25.08327648,28.69526829,24.48127784,25.68527511,21.87261709
b0115,10.45449044,6.808278867,7.973251029,9.319777294,10.95376422,10.0308642,13.72246429,16.33986928,13.45013314,17.70152505,17.85282014,7.867344469,9.924957637,6.354393609,12.60288066,11.31687243,8.92641007,9.516460905,9.607237957,11.33200194,7.595013314,11.42277899,9.153352699,8.911280562,9.395424837,11.86153474,11.25635439,12.27003147,11.12018882
b0116,58.79103535,49.12405303,56.0290404,43.60006313,52.67518939,51.49147727,82.46527778,67.86616162,68.85258838,72.00915404,68.65530303,33.14393939,42.61363636,49.71590909,28.40909091,58.79103535,44.19191919,46.16477273,41.82449495,49.12405303,62.53945707,61.1584596,48.13762626,58.98832071,67.47159091,65.89330808,60.36931818,75.1657197,73.19286616
b3403,21.46102644,8.819140553,6.823935751,3.537716077,1.143470315,19.78438375,32.35920393,16.59876264,6.01914726,14.28499572,27.49694013,36.55081066,47.61665242,1.646463122,8.299381319,9.372432641,12.72571802,12.45745519,12.42392234,11.78679812,33.53285381,11.33410459,16.76642691,15.55924417,18.77839814,19.61671948,11.4011703,13.44667438,11.0323089
b3956,5.491510367,3.997496517,3.189921463,5.229048475,16.35339484,4.784882195,7.823383336,14.23351033,17.1609699,14.9401385,9.075124669,6.69277826,9.670711272,9.226544992,6.975429529,8.065655852,3.694655872,3.048595829,3.512951485,9.135692798,6.521168561,8.641053078,10.19563506,5.875108518,6.24861198,7.217702045,6.389937615,7.348932991,7.278270174
b0720,52.90013537,58.73164636,43.94460065,37.48828491,24.15911694,45.19421014,40.61230865,21.8681662,24.78392169,21.8681662,28.11621368,39.15443091,41.02884515,45.61074664,50.40091638,59.35645111,40.8205769,40.8205769,35.19733417,70.60293658,66.43757159,54.56628137,71.64427783,57.27376861,72.47735083,76.64271582,56.64896387,75.18483807,67.27064459
b1276,0.544041451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740932642,0.569948187,0,0,0,0.844559585,0,0,0,0,0,0,0,0,0
b0118,5.372222222,4.727777778,4.077777778,2.816666667,3.166666667,4.805555556,6.222222222,3.444444444,2.583333333,2.877777778,3.811111111,3.766666667,2.788888889,4.394444444,7.666666667,12.22222222,4.433333333,4.627777778,4.616666667,8.944444444,3.494444444,2.316666667,4.794444444,4.022222222,5.833333333,4.066666667,1.422222222,2.011111111,1.766666667
b1136,81.08049042,51.57680792,58.3517276,46.33170881,67.96774264,81.73612781,163.035164,87.19977271,181.8301025,106.6503486,108.1801692,76.4910287,83.70303997,88.0739559,67.53065105,73.86847914,75.61684551,76.92812029,76.4910287,67.53065105,81.08049042,92.66341762,74.52411653,81.73612781,94.63032979,87.41831851,98.12706253,114.736543,104.4648906
b0726,4.863887302,3.902531887,4.635446412,6.624785837,5.377879307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0727,24.08488787,42.26216173,34.08238849,30.2197178,32.49187703,15.76878508,33.1735248,29.76528595,24.53931972,23.17602418,24.76653564,16.04144418,13.61023381,21.17652405,15.92783622,28.40199041,14.42821113,14.92808616,13.3148531,23.63045602,22.56254118,20.24493877,21.06291609,12.56504056,18.22271705,17.63195565,19.44968303,28.40199041,21.97177978
b0728,33.82214384,14.93006064,8.383059938,9.953373759,11.64448095,10.55734061,125.6251057,80.44838499,71.99284903,54.11543015,110.405141,53.63225666,40.82815935,83.10583915,14.15698306,17.80494286,9.470200275,11.0405141,8.552170657,20.99388786,41.79450632,13.28727079,19.49605006,13.28727079,16.88691325,15.36491677,11.20962482,15.67897954,12.73162129
b0729,12.35853175,5.977768076,5.709104342,7.388252678,10.51146858,4.936696108,32.23964805,18.30271686,23.64240857,18.30271686,33.31430299,19.94828223,15.17950096,21.05652013,7.354669712,8.933069147,5.507606542,4.735198307,4.231453807,8.19424388,16.69073446,9.604728482,21.52668167,13.09735702,17.49672566,12.69436142,8.765154314,10.78013232,9.168149914
b0723,10.47778709,8.847909099,6.178013722,7.544006706,13.48918071,4.392909255,10.67958151,13.95486014,12.69752569,10.67958151,11.3936233,9.810313247,12.32498215,12.23184626,19.86898885,26.07804787,4.439477197,4.346341312,5.277700165,20.95557418,11.0366024,11.28496476,17.85104467,10.85033063,11.51780448,11.50228183,11.64198566,12.97693335,12.51125392
b0724,43.33208816,17.18341427,18.7523347,15.80127008,6.462457975,11.50541651,65.37168472,42.95853567,41.83787822,23.94471423,63.5039223,29.473291,52.67090026,55.28576765,31.82667165,28.42734404,13.85879716,13.07433694,11.50541651,24.05677998,54.53866268,35.41277549,15.91333582,21.25513635,18.45349272,13.48524468,36.04781472,53.41800523,40.71722077
b4154,3.516643424,2.607166677,2.137270357,2.501061056,0.61238101,2.122112411,8.00339538,10.56508822,2.061480628,5.15370157,5.62359789,5.350754866,5.562966107,6.032862426,3.925907961,3.016431213,1.80379555,1.80379555,1.505184017,3.53180137,6.426969017,2.910325593,2.106954466,3.456011641,3.274116292,5.093069787,3.349906021,3.349906021,3.668222882
b1612,3.582148958,2.75294781,3.996749532,3.449476774,2.686611718,2.520771489,9.950413771,2.91878804,4.378182059,4.743030564,6.384848837,6.368264814,3.167548384,7.495978374,2.553939535,3.797741256,2.288595167,2.0232508,1.90716264,4.560606312,5.986832286,2.885619994,3.814325279,2.172507007,3.598732981,2.570523558,1.568848571,2.703195741,1.990082754
b4122,0.380999917,0.0326096,0.048748024,0.020464188,0.156226603,0.643873222,0.392646202,0.174694285,0.199650611,0.147242326,0.105482073,0.464187672,0.34273355,0.938357874,0.079693869,0.086016138,0.524082855,0.788619915,0.753681058,0.096996922,0.855170119,0.155561101,1.39755428,1.291073954,1.472423259,1.648781299,0.16970302,0.141086432,0.073704351
b1611,8.754382143,7.783873715,3.089781933,1.124997524,1.952900632,6.932203054,12.65622215,13.32963616,9.348570976,9.091089148,14.33975717,13.11176692,7.328328943,22.38111272,6.654914932,5.862663154,5.743825388,6.159757571,6.91239676,7.546198182,10.91326824,6.357820515,3.089781933,7.684842243,9.843728337,10.63598011,5.624987621,6.100338688,7.189684882
b3236,11.93679067,0,0,0,0,10.63796889,0,0,0,0,0,0,0,0,14.10149365,4.576800569,9.80301203,8.998979497,9.741163373,7.359990104,0,13.01914216,16.76098587,8.906206513,10.39057426,7.823855027,15.18384513,15.1529208,11.53477441
b4015,523.9678465,507.1335382,298.8089727,155.5069231,73.01881234,563.9493287,305.1218383,256.7232019,404.0233997,237.784605,475.5692101,452.4220361,662.8508901,462.9434788,456.6306132,521.8635579,456.6306132,511.3421152,513.4464038,467.1520559,420.857708,519.7592694,237.784605,597.6179454,692.3109297,795.4210681,568.1579058,629.1822735,610.2436766
b4014,131.3999403,126.5885788,80.79769055,57.57042838,51.59770382,111.1590404,145.0044795,107.343133,220.6589906,134.2203935,182.499917,151.4749311,215.6817201,285.3635067,97.55450111,113.3158576,92.74313966,102.6976806,105.3522248,110.8272224,117.629492,135.8794837,78.47496433,133.0590304,153.9635664,177.5226466,127.7499419,169.2271958,161.097654
b2976,5.889076633,3.888778451,4.112414273,1.975449756,0.905725077,4.708776464,14.66057052,9.70330981,4.808170162,9.442401352,10.82148892,2.733326707,4.013020574,5.205744956,4.162111122,6.19968194,3.851505815,3.752112116,3.155749925,6.03816718,3.752112116,4.882715436,5.516350263,6.907862042,6.932710466,7.541496869,5.342411291,6.733923069,6.112712454
b4069,10.98565761,5.478958027,2.871251422,0.291286376,0,6.00604766,17.61589037,17.06105917,6.75506977,11.55435959,16.36752018,5.076705412,5.312508669,5.908952201,7.018614587,10.84694982,5.215413211,5.159930091,5.048963853,13.30207784,6.352817155,10.83307904,6.297334036,6.990873027,10.29211862,11.44339335,9.75115821,10.61114656,9.76502899
b0333,0.729090909,0.080181818,0.150909091,0.316363636,0.237272727,0.19,2.454545455,1.881818182,0.560909091,2.272727273,1.463636364,0.650909091,0.890909091,1.136363636,0.668181818,0.618181818,0.17,0.224545455,0.262727273,0.513636364,0.805454545,0.816363636,0,0.636363636,0.652727273,0.640909091,0.811818182,0.909090909,0.954545455
b1380,6.2132202,3.147666621,3.311892706,1.915970987,3.120295607,7.718625975,11.76953606,12.8096346,9.55248392,11.76953606,12.20747229,4.598330368,11.33159984,7.800739017,7.362802792,5.966881073,7.116463665,6.924866566,7.253318735,6.459559327,9.005063638,5.802654988,5.474202819,3.996168058,6.103736143,7.937594088,7.855481046,10.12727522,7.581770905
b3605,2.045497098,0.751263808,0.589777195,1.036790863,2.031454784,1.041471635,5.195656244,4.891406104,4.282905823,3.112712975,2.948885976,3.721213256,4.704175248,3.112712975,2.101666355,2.69144355,1.132746677,1.219340947,1.151469762,2.972289833,5.710541097,0,1.518910316,1.205298633,1.537633402,1.256787119,1.59848343,2.274854896,1.748268115
b0902,0.833215147,0.475109913,0.199617076,0.574386612,1.333144235,0.247128067,1.776343781,1.404056162,2.637923699,0.900581478,1.974897178,2.563466175,0.808395972,1.127499645,0.808395972,0.404197986,0.325131187,0.300312012,0.274783719,0.989221387,0.755212027,0.694936888,1.808254148,0.911218267,1.159410013,0.833215147,0.730392852,1.063678911,0.460927528
b0903,5.423529412,8.647058824,6.176470588,10.17647059,8,7.235294118,4.929411765,7.058823529,3.458823529,5.047058824,4.947058824,3.711764706,5.052941176,4.676470588,3.835294118,4.1,6.764705882,6.705882353,6.411764706,4.2,4.147058824,4.647058824,5.129411765,3.182352941,4.529411765,6.235294118,3.041176471,4.829411765,5.135294118
b1241,1.43560082,1.154722398,1.258751443,1.674867623,6.148116554,2.486294173,1.747687954,2.860798735,0.829111488,1.061096258,1.341974679,1.612450196,2.163804134,2.361459319,0.868642525,0.845756135,3.162482965,2.569517409,2.392668033,1.102707876,1.352377584,1.258751443,5.430316144,1.01948464,0.560716552,0.456687507,0.74172709,0.712598958,0.591925266
b2297,0.247933884,0.094008264,0.034917355,0.050413223,0.097520661,0.084090909,0.411157025,0.537190083,0.305785124,0.260330579,0.280991736,0.324380165,0.440082645,0.491735537,0.347107438,0.376033058,0.06322314,0.051033058,0.069008264,0.303719008,0.369834711,0.190082645,0.256198347,0.148760331,0.188429752,0.241735537,0.201859504,0.20661157,0.245867769
b2296,22.33772234,13.37491337,20.65142065,22.89212289,25.17902518,27.25802726,37.42203742,42.04204204,50.58905059,50.12705013,35.11203511,15.63871564,22.4994225,18.06421806,6.237006237,5.775005775,28.41302841,27.72002772,27.25802726,6.052206052,18.96511897,24.71702472,37.88403788,33.72603373,26.33402633,33.72603373,27.02702703,26.33402633,27.02702703
b0474,2.454846095,0.644450098,1.810395998,3.167133045,5.89332655,5.89332655,1.314339015,0.886118884,1.496650555,1.030272195,1.055711015,2.043585178,3.141694225,3.896379208,0.924277114,1.695921309,6.444500975,6.444500975,5.638938353,1.496650555,1.89095226,1.39913508,2.34461121,1.611125244,2.056304587,1.674722293,1.170185703,0.953955736,1.284660392
b2415,328.9834412,151.3323829,208.3561794,266.4765873,348.7224476,239.0613006,462.7700406,500.0548306,620.6820923,569.1413532,475.9293782,246.7375809,281.8291479,167.781555,427.6784735,483.6056585,276.3460906,230.2884088,208.3561794,413.4225244,257.7036956,346.5292247,311.4376576,252.2206382,276.3460906,290.6020397,378.3309573,378.3309573,421.0988047
b2416,7.929265914,3.39825682,4.798464491,4.546741764,8.055127277,8.228186652,5.726692049,4.546741764,7.441553129,5.663761367,5.207513923,8.275384664,14.93030427,10.13183978,8.228186652,7.81913722,9.376671596,8.8417608,8.590038073,8.920424153,7.158365061,9.864384381,18.87920456,9.943047733,12.24001762,10.55662188,12.50747302,10.82407728,12.12988893
