,REF,WT_0.1h-1,WT_0.4h-1,WT_0.5h-1,WT_0.7h-1,galM,glk,pgm,pgi,pfkA,pfkB,fbp,fbaB,gapC,gpmA,gpmB,pykA,pykF,ppsA,zwf,pgl,gnd,rpe,rpiA,rpiB,tktA,tktB,talA,talB
b3236,0.1600468907,0.0945086994,0.2091436545,0.236882008,0.2726387136,0.1088496934,0.110853062,0.1037299736,0.1170857642,0.0823607087,0.1184213433,0.1295511688,0.090374183,0.1017266051,0.1090722899,0.111298255,0.1104078689,0.111743448,0.0974972714,0.1077367108,0.1224280805,0.1019492016,0.1144146061,0.1520334163,0.1148597991,0.0943809202,0.1084045004,0.1144146061,0.122650677
b3386,0.0095271306,0.0080644343,0.0158198405,0.0203207605,0.030888843,0.0070563094,0.0103062184,0.0114414606,0.0100391026,0.0110853062,0.0093713131,0.0093490534,0.0091041973,0.0074124638,0.0101504009,0.0086590042,0.0091487166,0.00892612,0.0073679445,0.0093490534,0.0095493903,0.007078569,9.39357272059801e-06,0.0070117901,0.0085699656,0.0079466954,0.0081470323,0.0087703025,0.0081247726
b3403,0.0874804284,0.0582302989,0.0884838538,0.0572851915,0.0196054805,0.0814703226,0.0725664622,0.0460774776,0.0170063734,0.0534231624,0.0747924273,0.0792443575,0.0690049181,0.0839188843,0.0629948123,0.0734568483,0.0670015495,0.0674467425,0.0723438657,0.0727890588,0.068114532,0.0638851984,0.0670015495,0.0576524961,0.0739020413,0.0787991645,0.06633376,0.0783539715,0.0848092703
b3605,0.0038731793,0.00556885,0.0041560598,0.0035416183,0.0059735448,0.0038509196,0.0029160143,0.0043628916,0.0034502459,0.0044296705,0.0038731793,0.0031163511,0.0043183723,0.0035170249,0.0034947652,0.0027379371,0.0032944283,0.0032721687,0.0036283231,0.0034502459,0.0047413057,0.0031831301,0.0073011655,0.0049193829,0.0033612073,0.0046077478,0.0034057266,0.0035392845,0.0036505828
b3612,0.0041180354,0.0040899853,0.0069714551,0.0085153663,0.0086795096,0.0039844775,0.0036728424,0.0036060635,0.00382866,0.0054090952,0.0035838038,0.0027601967,0.0034502459,0.0043851512,0.003249909,7.81313749983389e-06,0.0038064003,0.0041848144,0.0040067372,0.0040957758,0.0054981338,0.0029382739,0.0021970276,0.0038064003,0.004207074,0.0029160143,0.004785825,0.004207074,0.0027601967
b3916,0.0067446743,0.0063313896,0.0132390615,0.0189660431,0.0233325641,0.0055426531,0.0067669339,0.0058320286,0.0083918884,3.8954389244186e-05,0.0069895304,0.0054313548,0.0056316917,0.0050529408,0.0058097689,0.0042961126,0.0049861618,0.0048748636,0.0056094321,0.0056316917,0.0057875093,0.0072343866,0.0095271306,0.0071230883,0.0063662602,0.0075015024,0.0062104426,0.0049861618,0.0056539514
b3919,0.017473826,0.0177925913,0.0382089369,0.0572851915,0.064330483,0.0162050259,0.0139790608,0.0247082126,0.0258211952,0.0212134474,0.0165389207,0.0140680994,0.0189207033,0.0162718049,0.0172734892,0.0156707943,0.0168950751,0.0182751735,0.0153146399,0.0156485347,0.0202562824,0.0172512295,0.0212357071,0.0193436367,0.0157820926,0.0144465135,0.0190320016,0.0176741629,0.0132444923
b3951,0.0002604379,0.0003096373,0.0002637757,0.0002988119,0.0003778139,0.0002426302,0.000255986,0.0002081277,0.0001847551,0.0002604379,0.0002337263,0.0002359523,0.0002849235,0.000320539,0.0001827517,0.0001725123,0.0001856455,0.000204121,0.0002065696,0.0002381783,0.0002110215,0.00019032,0.0002626639,0.0002094633,0.0002248225,0.0003249909,0.0002150282,0.0002381783,0.0002871495
b3952,0.0002826976,0.0002842193,0.0002493636,0.0003026826,0.0003385009,0.0002021176,0.0002426302,0.0002381783,0.0001778546,0.0002715677,0.0002154734,0.0002188124,0.0002315004,0.0002626639,0.0001981109,0.0001829743,0.0001823065,0.000162718,0.0001963301,0.0002648898,0.0002194802,0.0001613825,0.0003695102,0.0003094091,0.0002270484,0.0002737937,0.0001834195,0.0002225965,0.000258212
b3956,0.0156485347,0.0106755548,0.0299973671,0.0805089178,0.1684845983,0.0186535875,0.0105510746,0.0166056996,0.0358380381,0.0172289699,0.0134003099,0.0112188641,0.0126657414,0.0171176716,0.0142461766,0.0182751735,0.0195662332,0.0157598329,0.0197443104,0.0189652226,0.0202340228,0.0166279593,0.0091264569,0.019388156,0.0177186822,0.0088148218,0.0196107525,0.0176296436,0.0110853062
b4014,0.358380381,0.4066878017,0.2597537375,0.2535256785,0.2986772424,0.3272168697,0.2559859865,0.1969979113,0.3249909046,0.2559859865,0.2626638818,0.2849235328,0.3205389744,0.2626638818,0.267115812,0.2804716026,0.2960533583,0.2871494979,0.3628323112,0.289375463,0.2559859865,0.3294428348,0.2079051403,0.3005052885,0.2737937073,0.3761881018,0.3027312536,0.3049572187,0.358380381
b4015,0.603236542,0.5383991921,0.4021993355,0.3104238079,0.273149273,0.5030681125,0.3183130093,0.2248224751,0.4318372293,0.3472505555,0.3539284508,0.4318372293,0.4563228454,0.4229333689,0.4051256481,0.4563228454,0.447418985,0.4207074038,0.5431354843,0.4118035434,0.2916014281,0.4897123219,0.1981108939,0.425159334,0.4340631944,0.6010105769,0.4652267058,0.3962217877,0.5409095192
b4025,0.022259651,0.0263422781,0.0418957641,0.081283042,0.107728031,0.0276019672,0.0189207033,0.0278245637,1.77186821933555e-32,0.0309409149,0.0238178266,0.0201672438,0.03316688,0.0253760021,0.0229274405,0.0249308091,0.0242630196,0.0229274405,0.0262663882,0.0273793707,0.0262663882,0.0360606346,0.0221706124,0.0224822475,0.0238178266,0.0240404231,0.0253760021,0.0224822475,0.0206346965
b4069,0.2849235328,0.2749764114,0.1799842027,0.0390932726,0.0256811373,0.267115812,0.1961075253,0.1941041567,0.0556491275,0.1978882974,0.2161412112,0.2804716026,0.1938815602,0.1678377685,0.1627180488,0.2582119516,0.2221513169,0.2141378426,0.2217061239,0.2493080912,0.1480266791,0.2404042308,0.469678636,0.1947719462,0.2174767902,0.2871494979,0.2156960182,0.2101311054,0.2760196724
b4090,0.0025598599,0.0018947954,0.0063681561,0.0036616075,0.002690648,0.0021146668,0.0031386108,0.0018586809,0.0029160143,0.0108627097,0.0025376002,0.0058320286,0.0018720366,0.0024930809,0.0031831301,0.0018030317,0.0017607384,0.0025376002,0.0021992535,0.0024485616,0.0033612073,0.0027379371,0.0042515933,0.402899683,0.0002804716,0.0015871131,0.0020924072,0.0023150037,0.0038064003
b4122,0.000449645,0.0003674055,0.0003686827,0.0009521728,0.0011385474,0.000382866,0.0002804716,0.000258212,0.0002197028,0.0002671158,0.0002426302,0.0002493081,0.0002960534,0.0004630007,0.0002604379,0.0003316688,0.0003071832,0.0003071832,0.0003294428,0.0002916014,0.0003027313,0.0002737937,0.0002849235,0.0002671158,0.0003405727,0.000318313,0.0003361207,0.0003784141,0.0003628323
b4151,0.0024485616,0.0027959786,0.0024299543,0.0034332409,0.0016031565,0.0020857293,0.0020078205,0.0022927441,0.0008347369,0.0020300802,0.002038984,0.0022927441,0.0025376002,0.0021636381,0.001782998,0.0018319693,0.0017763201,0.0021992535,0.0017629644,0.0021591861,0.0016294065,0.0020612437,0.0043851512,0.0022037054,0.0022704844,0.0028492353,0.002359523,0.0021413784,0.0020144984
b4152,0.0025821195,0.0022229186,0.002027755,0.0027094347,0.0015112558,0.0017407047,0.0016627959,0.0018542289,0.0007590541,0.0019054261,0.0017941279,0.0018831665,0.0021079889,0.0018252914,0.0015626275,0.0019032002,0.0016316324,0.0017139931,0.0015381419,0.0016961854,0.0015648535,0.0014891707,0.0044074109,0.0025821195,0.0018898444,0.0028269757,0.0019877868,0.0018742626,0.0017362528
b4153,0.0060101058,0.0070246075,0.005262108,0.0075090048,0.0039006737,0.00574299,0.0047413057,0.0051419794,0.0020812774,0.00382866,0.0048526039,0.0046522671,0.0055871724,0.0054090952,0.0048080846,0.0050529408,0.0040512565,0.0046967864,0.0056984707,0.0049861618,0.0030495722,0.0052977969,0.0126657414,0.0049639022,0.004719046,0.0072343866,0.0054313548,0.0047413057,0.0055871724
b4154,0.0093045341,0.0106293403,0.0093511346,0.0123859873,0.0076073349,0.0089038604,0.0082805902,0.0120424712,0.0034502459,0.0076128006,0.0091041973,0.0098610254,0.0101949202,0.0076573199,0.0083918884,0.0095493903,0.0077240989,0.0080802533,0.0082138112,0.0083473691,0.006188183,0.0067224146,0.0192100788,0.0058765479,0.0081247726,0.0125099239,0.0083918884,0.009438092,0.0101058816
b4232,0.0117308361,0.0136332843,0.0252715249,0.0268621101,0.0363518285,0.0101504009,0.0115527589,0.0130441555,0.0163385838,0.0103507377,0.0100836219,5.56491274916944e-06,0.0096829482,0.0130218958,0.0108627097,0.0096384289,0.010462036,0.0104842956,0.01084045,0.0092377552,0.0128660783,0.0126657414,0.0078576568,0.0096161692,0.0119979519,0.0096606885,0.0130441555,0.0102394395,0.0096384289
